crash_id,timecat_id
20241117,1
20246020,1
20241012,1
20242263,3
20242038,4
20246005,4
20244030,1
20242061,1
20244036,1
20242134,1
20243060,3
20242002,4
20243057,4
20243166,4
20242203,6
20243196,1
20241214,1
20242083,1
20241272,1
20241104,1
20243182,2
20242180,2
20242126,3
20241023,3
20243065,4
20243083,4
20244070,4
20243048,6
20241280,6
20242118,1
20241193,2
20242150,3
20241239,4
20242111,4
20243255,1
20241033,1
20241288,1
20243012,2
20241164,2
20243250,3
20242076,3
20241099,4
20243052,4
20241015,4
20243219,6
20241184,6
20241284,5
20242218,5
20241008,5
20244075,1
20242147,1
20248010,1
20234108,1
20234099,1
20233145,2
20236026,3
20233259,4
20236028,4
20231088,4
20231189,4
20232156,6
20233100,6
20231103,6
20232192,6
20233056,5
20231091,1
20232211,3
20231104,3
20231155,4
20232098,4
20232128,4
20233085,4
20234027,4
20232061,4
20234033,5
20232044,5
20232250,1
20233231,1
20231020,1
20231115,3
20231038,4
20231108,4
20231281,4
20233078,4
20231261,6
20233258,6
20236009,6
20232237,6
20232188,5
20233165,5
20231098,5
20234029,5
20231102,5
20231198,1
20231129,1
20231231,1
20233120,3
20232196,3
20234053,3
20232240,4
20231095,4
20232119,4
20232243,6
20234042,6
20232067,5
20234079,5
20231023,1
20233221,1
20233081,1
20231076,2
20232045,2
20236006,2
20234061,2
20232201,3
20236025,4
20233189,4
20233111,4
20232097,4
20233036,6
20231250,6
20233228,5
20234084,1
20232009,3
20231145,4
20231056,4
20232115,4
20233012,4
20232018,6
20233200,1
20233110,1
20233154,1
20231223,2
20234067,2
20231182,2
20238004,3
20231173,4
20233155,6
20233161,5
20234020,1
20231052,1
20231296,1
20231143,2
20234021,3
20231302,3
20231285,4
20231178,4
20234031,1
20237013,1
20233136,3
20233051,3
20231229,3
20233176,3
20234068,4
20231044,4
20231190,4
20236012,4
20233205,4
20233074,5
20233050,1
20231045,1
20231205,3
20234025,3
20231119,4
20231272,4
20233139,6
20233043,1
20231256,1
20234018,3
20231278,3
20233008,3
20234063,4
20233069,5
20234017,5
20231029,2
20231111,3
20234034,4
20231160,4
20233224,6
20231139,5
20231303,5
20231283,1
20231141,1
20231206,1
20233017,1
20231175,2
20233073,6
20233114,6
20231064,1
20233032,2
20233063,3
20231271,3
20234094,3
20231152,4
20231068,4
20233020,4
20233134,4
20233198,4
20231252,6
20231227,1
20231292,2
20232065,2
20232171,2
20232063,4
20232074,4
20231288,5
20232170,1
20231133,1
20231249,1
20231171,2
20233196,2
20233245,3
20231025,3
20231244,6
20232118,6
20231128,5
20232048,5
20236004,5
20232204,1
20231251,1
20231263,1
20231078,1
20233251,1
20234077,1
20236003,1
20233246,2
20232248,4
20237008,6
20232026,5
20233170,1
20233210,1
20233076,1
20233131,2
20233133,3
20232124,3
20232136,4
20233183,6
20232022,6
20231168,6
20232217,6
20236016,1
20231220,3
20233195,4
20231301,4
20233167,6
20233021,6
20231106,6
20231149,5
20231226,5
20236022,1
20232084,1
20232172,1
20237023,1
20232154,2
20234026,3
20232103,3
20232163,3
20231163,3
20231262,3
20231059,3
20236011,4
20234095,6
20232205,5
20234059,1
20234066,3
20232223,4
20231010,4
20231274,4
20231188,4
20231062,5
20233191,1
20234087,1
20232150,1
20233144,1
20233208,2
20233212,2
20234032,2
20232125,2
20231234,3
20233121,3
20232081,3
20233098,4
20233070,4
20233040,4
20236027,4
20232239,4
20231245,4
20231097,6
20232152,5
20231022,5
20231117,1
20231164,1
20231019,1
20233175,2
20233015,3
20231043,3
20234057,4
20234105,4
20233214,4
20234035,4
20231067,4
20231085,6
20231026,5
20233263,5
20237021,1
20231214,1
20232181,1
20231086,1
20232076,1
20233053,1
20233250,1
20233118,3
20231011,3
20232135,3
20233035,3
20237006,3
20233058,4
20233264,4
20232005,4
20234005,4
20231012,4
20231158,6
20231248,6
20234006,6
20233204,6
20233027,5
20232146,5
20233162,1
20232182,1
20232042,1
20231165,1
20233143,1
20231297,1
20232023,3
20233153,3
20232094,3
20231074,6
20233059,6
20233014,5
20232051,5
20231195,5
20231005,5
20232252,1
20234109,1
20231136,1
20234052,4
20234056,4
20232033,4
20232116,4
20232189,5
20233169,5
20232245,5
20231255,2
20231057,3
20233229,3
20231238,3
20234062,4
20234048,5
20232214,5
20231150,5
20233093,1
20231109,2
20233247,4
20232224,4
20232069,4
20232004,4
20233066,6
20231101,1
20232190,1
20233001,1
20232025,2
20231289,2
20233045,3
20231036,3
20233223,3
20231264,3
20233249,4
20232256,6
20231035,5
20231159,5
20232215,5
20232031,1
20231242,1
20231046,1
20231087,1
20236007,1
20231070,1
20231201,2
20233234,2
20233209,4
20233094,4
20231200,4
20232257,4
20231146,5
20231028,1
20233029,1
20233254,1
20233241,1
20231089,2
20233180,3
20233193,3
20232225,6
20231027,6
20231180,5
20231156,5
20231092,5
20231162,1
20236017,1
20233117,1
20233119,3
20233123,4
20234036,4
20232153,6
20233152,5
20232138,5
20234011,5
20233105,5
20232258,1
20233232,1
20231204,1
20234071,1
20231259,1
20232210,3
20233181,3
20232087,4
20237005,5
20232131,5
20233135,5
20231153,5
20236005,5
20232068,1
20232007,1
20233102,3
20233005,6
20231291,6
20234038,5
20232057,5
20233252,5
20233213,5
20232143,1
20234012,1
20231207,1
20233013,2
20231221,2
20233211,3
20231210,4
20233108,6
20231090,6
20232127,5
20232017,5
20233016,1
20233004,1
20231053,1
20234010,2
20233163,3
20233237,4
20233097,4
20231007,4
20231135,4
20233222,4
20234082,4
20233095,6
20231034,5
20232186,5
20237001,1
20231008,1
20233006,2
20231040,2
20231075,2
20233140,2
20233185,3
20232034,3
20232133,4
20232173,4
20234080,4
20234106,6
20233019,6
20232232,6
20233038,5
20232199,5
20232231,5
20231071,1
20231113,1
20232157,2
20234091,2
20233201,3
20231042,4
20231225,4
20231147,4
20234004,4
20238003,6
20231073,6
20234015,5
20231280,5
20231047,5
20231083,5
20232247,5
20232145,5
20233109,3
20234045,3
20232222,3
20231294,4
20231039,4
20231127,4
20231184,4
20232216,4
20233087,4
20233022,5
20232020,5
20236014,5
20232006,1
20233142,1
20231268,1
20231183,1
20231258,4
20232147,1
20234016,1
20233132,2
20233018,2
20233206,2
20232050,3
20231100,3
20234085,4
20231037,6
20231218,6
20233233,6
20233238,5
20232218,5
20231177,5
20233002,1
20232202,1
20231051,2
20231126,3
20233160,3
20233103,3
20232187,3
20232255,4
20231009,4
20233146,4
20232126,4
20231018,4
20233262,4
20231021,6
20232242,6
20233128,5
20232107,1
20234001,1
20237009,1
20236019,1
20231300,2
20232086,3
20233024,4
20232002,4
20231138,4
20233125,6
20232251,6
20233067,6
20233190,1
20233240,1
20233030,1
20232030,2
20233166,3
20232056,5
20233044,1
20231211,1
20232121,2
20231187,2
20236031,2
20232114,3
20233088,4
20237012,4
20233150,4
20231033,4
20231082,4
20231167,6
20233126,5
20231174,5
20231286,1
20232166,1
20231170,2
20231193,2
20233039,3
20231185,4
20233075,4
20232235,6
20236029,5
20231253,1
20233089,1
20231157,1
20232108,2
20231194,2
20233090,3
20233104,3
20236034,3
20231118,4
20234107,5
20232158,5
20233079,1
20232079,1
20231219,6
20231140,6
20231080,6
20231116,5
20234013,1
20233007,1
20232038,2
20231079,4
20231151,4
20232035,6
20231243,6
20233065,1
20233203,1
20233148,1
20234089,2
20233172,3
20231260,3
20233256,3
20234102,3
20231236,3
20233186,4
20231228,6
20232209,6
20234044,5
20233072,1
20231122,3
20233179,3
20233192,4
20232052,4
20234078,5
20232260,5
20233112,1
20233083,3
20233197,3
20232080,4
20231084,6
20233199,5
20234022,5
20233113,5
20231273,1
20236032,1
20233137,2
20232085,2
20231266,3
20233151,6
20233116,5
20231295,1
20233127,4
20231024,4
20231279,4
20233011,6
20234086,6
20234058,6
20231061,5
20231016,5
20236010,5
20233130,5
20236024,1
20234055,1
20233173,1
20233071,1
20231241,2
20233054,2
20231048,2
20232180,4
20231284,4
20231222,6
20233235,1
20233243,1
20232102,3
20233062,3
20233242,4
20234051,4
20233034,5
20231247,5
20231072,5
20231125,1
20231032,2
20236008,3
20231293,3
20231065,4
20234002,4
20231063,4
20233226,5
20234088,5
20233106,1
20231191,2
20233215,4
20231137,4
20232208,6
20231176,5
20231217,1
20232207,1
20231298,1
20232043,1
20232238,1
20233026,2
20237007,2
20231142,3
20231290,4
20231154,6
20231002,5
20231015,5
20233033,5
20234101,5
20233046,1
20236018,2
20231004,2
20231066,4
20232129,5
20232228,5
20233107,1
20233141,1
20234070,1
20231124,2
20233009,2
20233091,3
20231081,3
20231131,3
20233086,3
20232032,4
20231203,4
20231148,6
20233248,5
20231050,5
20232159,1
20232029,1
20233230,1
20234104,4
20231192,4
20234098,1
20231132,1
20233042,1
20231224,3
20231003,4
20233064,4
20231254,6
20233060,5
20233061,1
20233115,1
20233260,1
20233227,1
20231230,1
20236020,2
20234019,3
20234096,4
20231232,4
20234064,4
20232117,4
20231054,4
20233049,6
20234093,6
20231287,6
20231299,5
20233244,1
20231179,3
20231267,3
20231265,3
20233084,3
20231269,3
20233025,4
20234037,4
20234030,5
20231144,5
20233207,1
20234060,1
20233099,1
20232014,1
20231216,2
20234069,2
20231172,3
20233177,3
20232064,3
20231120,4
20231030,4
20233257,6
20233057,5
20233178,1
20231233,1
20234008,1
20232175,1
20232197,4
20231186,4
20232212,6
20231235,5
20233219,2
20232151,2
20233010,3
20231058,4
20236015,4
20232070,4
20234054,4
20237002,6
20232206,6
20234090,5
20231049,1
20232220,1
20231134,1
20234041,2
20233217,2
20231239,2
20231202,2
20234009,3
20233194,4
20233187,4
20231105,4
20232134,4
20231077,5
20231031,2
20234065,2
20232091,2
20236023,2
20234024,2
20232010,3
20233077,4
20231094,4
20231055,4
20231270,4
20231246,6
20231275,5
20237020,5
20234100,1
20234073,3
20233220,4
20236002,4
20231110,4
20233028,1
20234074,1
20233168,1
20234047,1
20233171,2
20233055,2
20232109,3
20234049,4
20231114,4
20231093,4
20234050,5
20231130,1
20233261,2
20233218,2
20231257,3
20233159,4
20231112,4
20233096,4
20231121,4
20232011,4
20231237,1
20231096,1
20233202,1
20231017,2
20232229,2
20233216,2
20231169,3
20231181,3
20231215,4
20231199,4
20236030,4
20234092,5
20231212,5
20234040,1
20231208,1
20231069,1
20232149,1
20233082,2
20232140,2
20232167,4
20232075,4
20234028,4
20231276,4
20234072,6
20234075,6
20232053,5
20233037,5
20233048,1
20234014,1
20232055,1
20232148,2
20232060,3
20232162,4
20232100,6
20232233,5
20236033,1
20232105,2
20232013,4
20233225,4
20232221,6
20233147,5
20234076,5
20232176,5
20231006,1
20233023,1
20233182,1
20232132,1
20232160,2
20232036,2
20233041,3
20232179,4
20232041,4
20232253,4
20233080,6
20231197,6
20233124,6
20233236,6
20231213,5
20234081,5
20231041,5
20233101,1
20232155,1
20231282,1
20234103,1
20234097,2
20232003,2
20231196,2
20232078,2
20233149,3
20232164,3
20231001,4
20231060,4
20233188,5
20233129,3
20232161,3
20233003,3
20231166,4
20232234,6
20236001,6
20231277,6
20234039,5
20233047,5
20234043,1
20231014,1
20233031,2
20233164,3
20234003,3
20237004,4
20234023,4
20232039,4
20232092,4
20233239,6
20233158,5
20232008,1
20232139,2
20231013,4
20231123,1
20232019,2
20236021,2
20238002,2
20232122,2
20232111,2
20234007,3
20231240,3
20231099,4
20231161,4
20232259,4
20233174,4
20232101,4
20232120,6
20236013,6
20233253,6
20231209,2
20231107,4
20234083,4
20234046,4
20233092,4
20232082,4
20232177,6
20233255,5
20232142,5
20221099,1
20221136,2
20221056,4
20221035,6
20221187,6
20221203,6
20223053,6
20221170,6
20221220,5
20221184,5
20224015,1
20221079,1
20221252,1
20224050,1
20223141,2
20223045,3
20221135,3
20223271,4
20223108,4
20221109,4
20223173,6
20223123,6
20226027,5
20223253,5
20223174,1
20224019,1
20223023,1
20227028,4
20221166,6
20223107,6
20223239,5
20223148,2
20221143,3
20221248,3
20221194,3
20223046,4
20223093,4
20221112,4
20223058,4
20221012,6
20221015,5
20223201,5
20221202,1
20221061,4
20224062,5
20221047,5
20221009,1
20223090,3
20221150,4
20223163,4
20223199,4
20221082,6
20223181,6
20224055,5
20223206,5
20224032,5
20222052,1
20221262,1
20222106,1
20226038,2
20223272,4
20222098,4
20224002,6
20221087,6
20222108,5
20223062,5
20224013,1
20222182,1
20223051,2
20221233,3
20221105,3
20226040,4
20221078,4
20223219,4
20222012,4
20223091,6
20222013,1
20222016,1
20223074,1
20223071,1
20221013,2
20221086,3
20223099,3
20223158,4
20221189,4
20223078,4
20226034,4
20221103,4
20222004,6
20224054,5
20223150,1
20221181,1
20221215,1
20223113,2
20223018,2
20223223,2
20221040,3
20222023,3
20221042,4
20223010,4
20223012,4
20222220,4
20221031,6
20222015,1
20223028,1
20222196,1
20221081,2
20221188,2
20221173,3
20221131,3
20222159,4
20223052,4
20223138,6
20222031,6
20223064,6
20222121,1
20227002,1
20223198,1
20223101,1
20221110,1
20222177,1
20221116,2
20226041,2
20221161,2
20224037,3
20222036,4
20221011,4
20223065,5
20221205,5
20224025,1
20223029,1
20223220,2
20222051,4
20221074,4
20223131,5
20222157,1
20226044,1
20227017,1
20223248,1
20223044,6
20227040,5
20222163,5
20222217,5
20223024,1
20221175,1
20222207,1
20224012,1
20221052,4
20222178,5
20221191,5
20221051,1
20223050,1
20221234,1
20222068,2
20226023,3
20221002,3
20222126,4
20222102,4
20221176,6
20226011,5
20221037,5
20222139,5
20228002,1
20222211,1
20221077,1
20223059,1
20223129,1
20228009,1
20223252,2
20224044,3
20222032,3
20223146,4
20221102,4
20228007,4
20221245,4
20221240,6
20223055,6
20223258,5
20223164,5
20221199,2
20221016,4
20222205,4
20222103,6
20223152,5
20224065,1
20221080,1
20221008,1
20222142,6
20222019,5
20223246,1
20223135,2
20222180,3
20221017,3
20223166,4
20222111,4
20222135,4
20221152,6
20223162,6
20221225,5
20226005,1
20223208,1
20221230,1
20226007,1
20223005,2
20223003,4
20221132,4
20221094,4
20222021,6
20223209,5
20221195,5
20221026,5
20221192,5
20222073,5
20221163,5
20223016,5
20222204,5
20224007,5
20223249,1
20226006,1
20221126,1
20221107,2
20223226,3
20223002,4
20222191,4
20221097,4
20223214,6
20222040,6
20223075,5
20223073,2
20221210,3
20222037,4
20224061,4
20222184,5
20223139,1
20221180,1
20224041,1
20222190,1
20222101,1
20227025,1
20221067,1
20223034,2
20222006,3
20221190,4
20222104,4
20221106,4
20223068,4
20221250,4
20221141,4
20226026,4
20221162,5
20222120,5
20223217,1
20222014,1
20222109,2
20222166,2
20222131,3
20223154,3
20222225,3
20221174,4
20224036,4
20223031,4
20223221,4
20221140,4
20222169,6
20221237,5
20221060,5
20222090,5
20222176,1
20222214,2
20221243,2
20222208,3
20223118,3
20222172,3
20221127,4
20222183,4
20223153,5
20221244,5
20221133,1
20224026,1
20222199,1
20224038,1
20224051,4
20223228,4
20221025,4
20223025,6
20223147,5
20223039,1
20222192,1
20222215,2
20223061,2
20223170,3
20221054,4
20221096,6
20221235,6
20222047,5
20221010,1
20222195,1
20223117,2
20222233,2
20223121,3
20222119,4
20228003,6
20227018,5
20221217,5
20221089,5
20226042,5
20223042,1
20227038,1
20223114,3
20224053,4
20222231,6
20223264,6
20226016,6
20222164,6
20221118,5
20223086,5
20224043,1
20223265,2
20223180,3
20221168,3
20223100,4
20221239,4
20221092,6
20223202,5
20222005,5
20224008,5
20223241,1
20227009,2
20222071,2
20227031,3
20223097,4
20224056,4
20221232,4
20222224,6
20224057,1
20221256,1
20223238,1
20222003,1
20227037,1
20227012,1
20223256,3
20222140,4
20221055,4
20222152,4
20221098,4
20223076,6
20222044,5
20222216,5
20223171,5
20223015,1
20223191,1
20223115,1
20223004,3
20222232,4
20223218,4
20222197,4
20221255,6
20222029,6
20223125,1
20223222,1
20223203,2
20223111,3
20221212,4
20224066,4
20222223,4
20226015,4
20223008,4
20222181,4
20227001,6
20224058,6
20222028,6
20222010,5
20227023,1
20222151,1
20221249,1
20224033,2
20223098,3
20223188,4
20222105,4
20221149,5
20222024,1
20221197,1
20224060,1
20223186,2
20222154,4
20221073,4
20226019,1
20222236,1
20221153,1
20222089,1
20222067,2
20223102,3
20223032,4
20223037,6
20223177,6
20221071,6
20223143,5
20227016,1
20221151,1
20223234,1
20222221,1
20222133,2
20221006,3
20223038,4
20223095,4
20223254,4
20226004,6
20223085,5
20222008,1
20224040,2
20222143,2
20222123,3
20222132,3
20223120,4
20223103,4
20221129,1
20222064,3
20222054,4
20221120,4
20222011,6
20221213,5
20226003,5
20223157,5
20222033,2
20221070,4
20223082,4
20223105,4
20222091,4
20221122,5
20221219,1
20227022,1
20222141,1
20222187,2
20226030,2
20223247,2
20223259,3
20223204,3
20221053,3
20222124,3
20227021,4
20223178,6
20223026,6
20222112,6
20224067,1
20223080,1
20227013,1
20221209,1
20221123,2
20221043,4
20222156,4
20221258,4
20223013,5
20228008,1
20222209,1
20222059,1
20224068,1
20224024,2
20221257,3
20221058,4
20223049,4
20227029,4
20222149,4
20222094,6
20222035,1
20222226,1
20223172,2
20222128,2
20222218,3
20222060,3
20223011,3
20223014,3
20221177,3
20221004,3
20223033,4
20221059,4
20223216,4
20224020,6
20222001,5
20222018,5
20223193,1
20222077,1
20223156,1
20221039,2
20221003,4
20223262,4
20226037,5
20227014,5
20224035,5
20222229,5
20223063,4
20221030,4
20222092,4
20223212,4
20221085,6
20223179,1
20223242,2
20223136,2
20227039,2
20222115,2
20221091,4
20226043,4
20223087,6
20223048,6
20223155,6
20228013,6
20223057,5
20226002,5
20223119,1
20222158,1
20222043,2
20221171,4
20226021,4
20221155,4
20222055,4
