user_id,road_user_type,gender,age,age_group,age_group_id
2028,Motorcycle rider,Male,21,17_to_25,2
2029,Pedestrian,Female,27,26_to_39,3
2030,Passenger,Male,87,75_or_older,6
2031,Pedestrian,Male,82,75_or_older,6
2032,Passenger,Female,21,17_to_25,2
2033,Driver,Male,38,26_to_39,3
2034,Driver,Male,39,26_to_39,3
2035,Pedestrian,Female,75,75_or_older,6
2036,Motorcycle rider,Male,45,40_to_64,4
2037,Driver,Male,48,40_to_64,4
2038,Pedestrian,Male,73,65_to_74,1
2039,Motorcycle rider,Male,25,17_to_25,2
2040,Driver,Male,41,40_to_64,4
2041,Pedestrian,Female,69,65_to_74,1
2042,Pedestrian,Male,73,65_to_74,1
2043,Driver,Male,25,17_to_25,2
2044,Motorcycle rider,Male,39,26_to_39,3
2045,Motorcycle rider,Male,68,65_to_74,1
2046,Pedal cyclist,Male,55,40_to_64,4
2047,Driver,Male,26,26_to_39,3
2048,Pedestrian,Male,72,65_to_74,1
2049,Driver,Female,22,17_to_25,2
2050,Motorcycle rider,Male,33,26_to_39,3
2051,Pedal cyclist,Male,29,26_to_39,3
2052,Driver,Male,21,17_to_25,2
2053,Driver,Female,59,40_to_64,4
2054,Driver,Female,62,40_to_64,4
2055,Pedestrian,Male,74,65_to_74,1
2056,Pedestrian,Female,52,40_to_64,4
2057,Pedestrian,Female,77,75_or_older,6
2058,Pedestrian,Female,24,17_to_25,2
2059,Driver,Male,84,75_or_older,6
2060,Pedestrian,Male,44,40_to_64,4
2061,Motorcycle rider,Male,30,26_to_39,3
2062,Pedestrian,Male,30,26_to_39,3
2063,Motorcycle pillion passenger,Female,35,26_to_39,3
2064,Motorcycle rider,Male,36,26_to_39,3
2065,Pedal cyclist,Male,57,40_to_64,4
2066,Passenger,Male,100,75_or_older,6
2067,Motorcycle rider,Male,68,65_to_74,1
2068,Motorcycle rider,Male,58,40_to_64,4
2069,Motorcycle rider,Male,63,40_to_64,4
2070,Driver,Female,85,75_or_older,6
2071,Motorcycle rider,Male,16,0_to_16,5
2072,Driver,Female,55,40_to_64,4
2073,Passenger,Female,23,17_to_25,2
2074,Driver,Male,83,75_or_older,6
2075,Pedestrian,Female,30,26_to_39,3
2076,Motorcycle rider,Male,22,17_to_25,2
2077,Passenger,Male,27,26_to_39,3
2078,Pedestrian,Female,72,65_to_74,1
2079,Motorcycle rider,Male,41,40_to_64,4
2080,Driver,Female,84,75_or_older,6
2081,Motorcycle rider,Male,20,17_to_25,2
2082,Driver,Female,63,40_to_64,4
2083,Driver,Female,38,26_to_39,3
2084,Pedestrian,Male,8,0_to_16,5
2085,Driver,Male,17,17_to_25,2
2086,Driver,Female,60,40_to_64,4
2087,Passenger,Male,18,17_to_25,2
2088,Pedestrian,Female,4,0_to_16,5
2089,Pedestrian,Male,41,40_to_64,4
2090,Driver,Male,27,26_to_39,3
2091,Pedal cyclist,Male,31,26_to_39,3
2092,Pedal cyclist,Male,72,65_to_74,1
2093,Driver,Female,85,75_or_older,6
2094,Driver,Female,45,40_to_64,4
2095,Driver,Male,31,26_to_39,3
2096,Driver,Male,27,26_to_39,3
2097,Passenger,Female,27,26_to_39,3
2098,Pedal cyclist,Male,69,65_to_74,1
2099,Driver,Female,45,40_to_64,4
2100,Pedal cyclist,Male,11,0_to_16,5
2101,Motorcycle rider,Male,59,40_to_64,4
2102,Passenger,Male,21,17_to_25,2
2103,Driver,Male,17,17_to_25,2
2104,Passenger,Male,27,26_to_39,3
2105,Driver,Female,23,17_to_25,2
2106,Motorcycle rider,Male,54,40_to_64,4
2107,Driver,Male,50,40_to_64,4
2108,Driver,Male,28,26_to_39,3
2109,Driver,Male,65,65_to_74,1
2110,Pedestrian,Female,48,40_to_64,4
2111,Driver,Female,86,75_or_older,6
2112,Driver,Female,56,40_to_64,4
2113,Driver,Male,63,40_to_64,4
2114,Passenger,Male,50,40_to_64,4
2115,Driver,Female,23,17_to_25,2
2116,Passenger,Female,26,26_to_39,3
2117,Pedal cyclist,Male,51,40_to_64,4
2118,Driver,Male,28,26_to_39,3
2119,Driver,Male,21,17_to_25,2
2120,Driver,Male,89,75_or_older,6
2121,Passenger,Male,22,17_to_25,2
2122,Pedestrian,Male,57,40_to_64,4
2123,Passenger,Male,19,17_to_25,2
2124,Driver,Male,19,17_to_25,2
2125,Passenger,Male,31,26_to_39,3
2126,Driver,Male,23,17_to_25,2
2127,Driver,Female,48,40_to_64,4
2128,Pedestrian,Female,72,65_to_74,1
2129,Driver,Male,76,75_or_older,6
2130,Motorcycle rider,Male,28,26_to_39,3
2131,Motorcycle rider,Male,25,17_to_25,2
2132,Driver,Male,18,17_to_25,2
2133,Pedestrian,Male,15,0_to_16,5
2134,Motorcycle rider,Male,57,40_to_64,4
2135,Pedestrian,Female,69,65_to_74,1
2136,Driver,Male,24,17_to_25,2
2137,Driver,Male,56,40_to_64,4
2138,Passenger,Male,32,26_to_39,3
2139,Passenger,Male,30,26_to_39,3
2140,Motorcycle rider,Male,59,40_to_64,4
2141,Pedestrian,Female,62,40_to_64,4
2142,Motorcycle rider,Male,43,40_to_64,4
2143,Driver,Male,68,65_to_74,1
2144,Passenger,Male,10,0_to_16,5
2145,Driver,Male,64,40_to_64,4
2146,Driver,Male,80,75_or_older,6
2147,Driver,Male,22,17_to_25,2
2148,Passenger,Male,20,17_to_25,2
2149,Pedestrian,Male,71,65_to_74,1
2150,Pedestrian,Male,61,40_to_64,4
2151,Driver,Male,24,17_to_25,2
2152,Driver,Female,45,40_to_64,4
2153,Driver,Male,22,17_to_25,2
2154,Pedal cyclist,Male,55,40_to_64,4
2155,Pedestrian,Male,34,26_to_39,3
2156,Passenger,Female,15,0_to_16,5
2157,Passenger,Female,14,0_to_16,5
2158,Driver,Female,76,75_or_older,6
2159,Motorcycle rider,Male,63,40_to_64,4
2160,Pedal cyclist,Male,75,75_or_older,6
2161,Motorcycle rider,Male,25,17_to_25,2
2162,Motorcycle rider,Male,66,65_to_74,1
2163,Passenger,Male,21,17_to_25,2
2164,Passenger,Male,61,40_to_64,4
2165,Passenger,Female,54,40_to_64,4
2166,Driver,Male,17,17_to_25,2
2167,Driver,Female,69,65_to_74,1
2168,Driver,Male,57,40_to_64,4
2169,Motorcycle rider,Male,51,40_to_64,4
2170,Motorcycle rider,Male,52,40_to_64,4
2171,Driver,Female,38,26_to_39,3
2172,Pedestrian,Male,43,40_to_64,4
2173,Driver,Male,82,75_or_older,6
2174,Pedal cyclist,Male,76,75_or_older,6
2175,Motorcycle rider,Male,29,26_to_39,3
2176,Pedestrian,Female,40,40_to_64,4
2177,Passenger,Male,12,0_to_16,5
2178,Driver,Male,37,26_to_39,3
2179,Motorcycle rider,Male,40,40_to_64,4
2180,Passenger,Female,35,26_to_39,3
2181,Driver,Male,19,17_to_25,2
2182,Passenger,Male,46,40_to_64,4
2183,Pedestrian,Male,61,40_to_64,4
2184,Driver,Male,19,17_to_25,2
2185,Driver,Male,63,40_to_64,4
2186,Motorcycle rider,Male,63,40_to_64,4
2187,Driver,Male,22,17_to_25,2
2188,Motorcycle rider,Male,24,17_to_25,2
2189,Pedestrian,Male,57,40_to_64,4
2190,Pedestrian,Male,73,65_to_74,1
2191,Pedestrian,Male,36,26_to_39,3
2192,Driver,Male,30,26_to_39,3
2193,Driver,Male,65,65_to_74,1
2194,Driver,Male,81,75_or_older,6
2195,Driver,Male,18,17_to_25,2
2196,Driver,Male,32,26_to_39,3
2197,Passenger,Male,32,26_to_39,3
2198,Driver,Male,29,26_to_39,3
2199,Passenger,Female,63,40_to_64,4
2200,Motorcycle rider,Male,33,26_to_39,3
2201,Driver,Male,69,65_to_74,1
2202,Pedestrian,Male,80,75_or_older,6
2203,Pedestrian,Female,83,75_or_older,6
2204,Driver,Male,26,26_to_39,3
2205,Motorcycle rider,Male,21,17_to_25,2
2206,Pedestrian,Male,32,26_to_39,3
2207,Pedestrian,Male,37,26_to_39,3
2208,Pedestrian,Female,76,75_or_older,6
2209,Driver,Female,18,17_to_25,2
2210,Passenger,Male,49,40_to_64,4
2211,Motorcycle rider,Male,26,26_to_39,3
2212,Pedestrian,Male,57,40_to_64,4
2213,Driver,Male,48,40_to_64,4
2214,Motorcycle rider,Male,59,40_to_64,4
2215,Driver,Male,29,26_to_39,3
2216,Driver,Male,56,40_to_64,4
2217,Pedestrian,Female,85,75_or_older,6
2218,Driver,Male,60,40_to_64,4
2219,Driver,Female,42,40_to_64,4
2220,Driver,Female,30,26_to_39,3
2221,Motorcycle rider,Male,19,17_to_25,2
2222,Driver,Male,46,40_to_64,4
2223,Passenger,Male,14,0_to_16,5
2224,Pedestrian,Female,66,65_to_74,1
2225,Motorcycle rider,Male,21,17_to_25,2
2226,Driver,Female,74,65_to_74,1
2227,Driver,Male,18,17_to_25,2
2228,Motorcycle rider,Male,54,40_to_64,4
2229,Pedestrian,Male,21,17_to_25,2
2230,Pedestrian,Male,30,26_to_39,3
2231,Pedestrian,Male,38,26_to_39,3
2232,Pedestrian,Female,39,26_to_39,3
2233,Passenger,Male,17,17_to_25,2
2234,Driver,Male,52,40_to_64,4
2235,Pedal cyclist,Male,56,40_to_64,4
2236,Motorcycle rider,Male,48,40_to_64,4
2237,Motorcycle rider,Male,22,17_to_25,2
2238,Passenger,Male,39,26_to_39,3
2239,Motorcycle rider,Male,15,0_to_16,5
2240,Driver,Female,80,75_or_older,6
2241,Motorcycle rider,Male,64,40_to_64,4
2242,Driver,Male,44,40_to_64,4
2243,Driver,Female,22,17_to_25,2
2244,Driver,Female,18,17_to_25,2
2245,Motorcycle rider,Male,28,26_to_39,3
2246,Driver,Male,28,26_to_39,3
2247,Motorcycle rider,Male,27,26_to_39,3
2248,Motorcycle rider,Male,28,26_to_39,3
2249,Pedal cyclist,Male,71,65_to_74,1
2250,Passenger,Male,11,0_to_16,5
2251,Motorcycle rider,Male,23,17_to_25,2
2252,Driver,Male,47,40_to_64,4
2253,Driver,Female,79,75_or_older,6
2254,Motorcycle rider,Male,32,26_to_39,3
2255,Motorcycle rider,Male,25,17_to_25,2
2256,Driver,Female,94,75_or_older,6
2257,Pedestrian,Male,13,0_to_16,5
2258,Motorcycle rider,Male,48,40_to_64,4
2259,Pedestrian,Male,32,26_to_39,3
2260,Motorcycle rider,Male,44,40_to_64,4
2261,Driver,Female,27,26_to_39,3
2262,Motorcycle rider,Male,58,40_to_64,4
2263,Passenger,Female,84,75_or_older,6
2264,Driver,Male,49,40_to_64,4
2265,Passenger,Female,41,40_to_64,4
2266,Motorcycle pillion passenger,Male,53,40_to_64,4
2267,Driver,Female,85,75_or_older,6
2268,Motorcycle rider,Male,29,26_to_39,3
2269,Pedestrian,Male,33,26_to_39,3
2270,Passenger,Female,14,0_to_16,5
2271,Passenger,Male,16,0_to_16,5
2272,Passenger,Female,14,0_to_16,5
2273,Passenger,Male,15,0_to_16,5
2274,Passenger,Female,15,0_to_16,5
2275,Driver,Male,56,40_to_64,4
2276,Passenger,Male,17,17_to_25,2
2277,Pedestrian,Male,27,26_to_39,3
2278,Motorcycle rider,Male,38,26_to_39,3
2279,Driver,Male,24,17_to_25,2
2280,Driver,Female,56,40_to_64,4
2281,Motorcycle rider,Female,53,40_to_64,4
2282,Driver,Female,56,40_to_64,4
2283,Motorcycle rider,Male,27,26_to_39,3
2284,Driver,Male,57,40_to_64,4
2285,Motorcycle rider,Male,46,40_to_64,4
2286,Driver,Female,20,17_to_25,2
2287,Driver,Male,82,75_or_older,6
2288,Passenger,Female,62,40_to_64,4
2289,Driver,Male,67,65_to_74,1
2290,Motorcycle rider,Male,20,17_to_25,2
2291,Passenger,Male,88,75_or_older,6
2292,Motorcycle rider,Male,56,40_to_64,4
2293,Driver,Female,30,26_to_39,3
2294,Driver,Female,19,17_to_25,2
2295,Driver,Male,20,17_to_25,2
2296,Passenger,Male,16,0_to_16,5
2297,Driver,Female,37,26_to_39,3
2298,Driver,Female,79,75_or_older,6
2299,Motorcycle rider,Male,64,40_to_64,4
2300,Passenger,Female,84,75_or_older,6
2301,Driver,Male,42,40_to_64,4
2302,Passenger,Female,67,65_to_74,1
2303,Driver,Male,74,65_to_74,1
2304,Motorcycle rider,Male,49,40_to_64,4
2305,Driver,Male,41,40_to_64,4
2306,Motorcycle rider,Male,32,26_to_39,3
2307,Driver,Male,28,26_to_39,3
2308,Driver,Male,22,17_to_25,2
2309,Motorcycle rider,Male,61,40_to_64,4
2310,Driver,Female,66,65_to_74,1
2311,Motorcycle rider,Male,58,40_to_64,4
2312,Passenger,Male,19,17_to_25,2
2313,Passenger,Female,19,17_to_25,2
2314,Passenger,Male,28,26_to_39,3
2315,Driver,Male,27,26_to_39,3
2316,Passenger,Female,39,26_to_39,3
2317,Motorcycle rider,Male,32,26_to_39,3
2318,Driver,Female,39,26_to_39,3
2319,Driver,Male,63,40_to_64,4
2320,Pedestrian,Female,79,75_or_older,6
2321,Driver,Male,70,65_to_74,1
2322,Driver,Male,91,75_or_older,6
2323,Motorcycle rider,Male,72,65_to_74,1
2324,Motorcycle rider,Male,62,40_to_64,4
2325,Driver,Male,85,75_or_older,6
2326,Motorcycle rider,Male,44,40_to_64,4
2327,Driver,Male,35,26_to_39,3
2328,Driver,Male,41,40_to_64,4
2329,Passenger,Female,30,26_to_39,3
2330,Passenger,Female,32,26_to_39,3
2331,Driver,Male,65,65_to_74,1
2332,Driver,Male,78,75_or_older,6
2333,Passenger,Female,64,40_to_64,4
2334,Pedestrian,Female,73,65_to_74,1
2335,Driver,Male,30,26_to_39,3
2336,Driver,Male,19,17_to_25,2
2337,Driver,Female,31,26_to_39,3
2338,Driver,Male,74,65_to_74,1
2339,Driver,Male,21,17_to_25,2
2340,Passenger,Male,36,26_to_39,3
2341,Driver,Male,22,17_to_25,2
2342,Pedestrian,Female,21,17_to_25,2
2343,Motorcycle rider,Male,28,26_to_39,3
2344,Driver,Male,30,26_to_39,3
2345,Motorcycle rider,Male,62,40_to_64,4
2346,Driver,Male,44,40_to_64,4
2347,Driver,Male,83,75_or_older,6
2348,Pedestrian,Male,1,0_to_16,5
2349,Driver,Male,46,40_to_64,4
2350,Motorcycle rider,Male,42,40_to_64,4
2351,Driver,Female,63,40_to_64,4
2352,Driver,Male,48,40_to_64,4
2353,Driver,Female,20,17_to_25,2
2354,Driver,Male,68,65_to_74,1
2355,Motorcycle rider,Male,60,40_to_64,4
2356,Driver,Male,26,26_to_39,3
2357,Driver,Female,59,40_to_64,4
2358,Driver,Female,88,75_or_older,6
2359,Driver,Male,37,26_to_39,3
2360,Pedestrian,Male,83,75_or_older,6
2361,Driver,Male,43,40_to_64,4
2362,Driver,Male,47,40_to_64,4
2363,Driver,Male,64,40_to_64,4
2364,Driver,Male,83,75_or_older,6
2365,Motorcycle rider,Male,17,17_to_25,2
2366,Driver,Female,38,26_to_39,3
2367,Driver,Female,19,17_to_25,2
2368,Driver,Male,80,75_or_older,6
2369,Driver,Male,18,17_to_25,2
2370,Driver,Male,59,40_to_64,4
2371,Passenger,Female,25,17_to_25,2
2372,Passenger,Female,0,0_to_16,5
2373,Passenger,Male,62,40_to_64,4
2374,Motorcycle rider,Female,52,40_to_64,4
2375,Motorcycle rider,Male,40,40_to_64,4
2376,Pedestrian,Male,45,40_to_64,4
2377,Driver,Male,49,40_to_64,4
2378,Pedestrian,Female,86,75_or_older,6
2379,Driver,Female,29,26_to_39,3
2380,Driver,Male,58,40_to_64,4
2381,Pedal cyclist,Female,45,40_to_64,4
2382,Driver,Male,21,17_to_25,2
2383,Driver,Male,36,26_to_39,3
2384,Passenger,Male,23,17_to_25,2
2385,Motorcycle rider,Male,19,17_to_25,2
2386,Driver,Female,25,17_to_25,2
2387,Driver,Male,71,65_to_74,1
2388,Pedestrian,Male,82,75_or_older,6
2389,Motorcycle rider,Male,22,17_to_25,2
2390,Driver,Male,43,40_to_64,4
2391,Driver,Male,43,40_to_64,4
2392,Driver,Male,17,17_to_25,2
2393,Motorcycle rider,Male,18,17_to_25,2
2394,Motorcycle rider,Male,33,26_to_39,3
2395,Motorcycle rider,Male,31,26_to_39,3
2396,Driver,Male,57,40_to_64,4
2397,Motorcycle rider,Male,35,26_to_39,3
2398,Driver,Male,79,75_or_older,6
2399,Pedestrian,Male,81,75_or_older,6
2400,Driver,Male,25,17_to_25,2
2401,Passenger,Male,15,0_to_16,5
2402,Pedestrian,Male,49,40_to_64,4
2403,Driver,Male,22,17_to_25,2
2404,Pedestrian,Female,62,40_to_64,4
2405,Driver,Female,53,40_to_64,4
2406,Pedestrian,Male,71,65_to_74,1
2407,Passenger,Female,80,75_or_older,6
2408,Passenger,Male,82,75_or_older,6
2409,Motorcycle rider,Male,66,65_to_74,1
2410,Motorcycle rider,Male,31,26_to_39,3
2411,Motorcycle rider,Male,48,40_to_64,4
2412,Motorcycle rider,Male,67,65_to_74,1
2413,Driver,Male,45,40_to_64,4
2414,Pedestrian,Male,85,75_or_older,6
2415,Passenger,Male,22,17_to_25,2
2416,Pedestrian,Male,55,40_to_64,4
2417,Driver,Female,29,26_to_39,3
2418,Driver,Female,44,40_to_64,4
2419,Pedestrian,Female,44,40_to_64,4
2420,Driver,Male,65,65_to_74,1
2421,Driver,Male,75,75_or_older,6
2422,Passenger,Male,23,17_to_25,2
2423,Pedal cyclist,Male,54,40_to_64,4
2424,Driver,Male,43,40_to_64,4
2425,Driver,Female,22,17_to_25,2
2426,Driver,Male,32,26_to_39,3
2427,Pedestrian,Male,55,40_to_64,4
2428,Driver,Male,66,65_to_74,1
2429,Driver,Male,48,40_to_64,4
2430,Passenger,Female,84,75_or_older,6
2431,Driver,Male,68,65_to_74,1
2432,Motorcycle rider,Male,63,40_to_64,4
2433,Driver,Male,74,65_to_74,1
2434,Driver,Female,46,40_to_64,4
2435,Pedestrian,Male,57,40_to_64,4
2436,Pedestrian,Male,59,40_to_64,4
2437,Driver,Female,54,40_to_64,4
2438,Driver,Male,13,0_to_16,5
2439,Driver,Male,50,40_to_64,4
2440,Driver,Female,86,75_or_older,6
2441,Pedestrian,Female,68,65_to_74,1
2442,Pedestrian,Male,86,75_or_older,6
2443,Passenger,Male,69,65_to_74,1
2444,Passenger,Female,29,26_to_39,3
2445,Driver,Male,22,17_to_25,2
2446,Passenger,Female,24,17_to_25,2
2447,Pedestrian,Female,81,75_or_older,6
2448,Passenger,Male,38,26_to_39,3
2449,Passenger,Male,24,17_to_25,2
2450,Driver,Male,33,26_to_39,3
2451,Driver,Female,23,17_to_25,2
2452,Passenger,Male,18,17_to_25,2
2453,Driver,Male,64,40_to_64,4
2454,Pedestrian,Male,76,75_or_older,6
2455,Driver,Male,32,26_to_39,3
2456,Driver,Female,19,17_to_25,2
2457,Driver,Male,29,26_to_39,3
2458,Passenger,Male,18,17_to_25,2
2459,Driver,Male,43,40_to_64,4
2460,Driver,Male,77,75_or_older,6
2461,Motorcycle rider,Male,70,65_to_74,1
2462,Driver,Female,71,65_to_74,1
2463,Motorcycle rider,Male,61,40_to_64,4
2464,Passenger,Female,7,0_to_16,5
2465,Driver,Male,50,40_to_64,4
2466,Passenger,Male,19,17_to_25,2
2467,Driver,Male,69,65_to_74,1
2468,Driver,Male,28,26_to_39,3
2469,Pedestrian,Male,20,17_to_25,2
2470,Motorcycle rider,Male,33,26_to_39,3
2471,Driver,Female,34,26_to_39,3
2472,Driver,Female,79,75_or_older,6
2473,Motorcycle rider,Male,31,26_to_39,3
2474,Pedestrian,Male,44,40_to_64,4
2475,Pedestrian,Female,77,75_or_older,6
2476,Pedal cyclist,Male,67,65_to_74,1
2477,Driver,Male,76,75_or_older,6
2478,Driver,Male,89,75_or_older,6
2479,Passenger,Male,16,0_to_16,5
2480,Pedestrian,Male,37,26_to_39,3
2481,Pedestrian,Male,3,0_to_16,5
2482,Pedestrian,Male,55,40_to_64,4
2483,Driver,Male,38,26_to_39,3
2484,Pedestrian,Male,46,40_to_64,4
2485,Driver,Male,62,40_to_64,4
2486,Pedestrian,Male,62,40_to_64,4
2487,Pedestrian,Male,74,65_to_74,1
2488,Driver,Male,63,40_to_64,4
2489,Passenger,Male,15,0_to_16,5
2490,Driver,Female,68,65_to_74,1
2491,Motorcycle rider,Male,54,40_to_64,4
2492,Passenger,Male,4,0_to_16,5
2493,Pedestrian,Male,85,75_or_older,6
2494,Passenger,Female,15,0_to_16,5
2495,Driver,Female,21,17_to_25,2
2496,Driver,Female,22,17_to_25,2
2497,Passenger,Female,16,0_to_16,5
2498,Driver,Male,58,40_to_64,4
2499,Motorcycle rider,Male,66,65_to_74,1
2500,Passenger,Male,16,0_to_16,5
2501,Driver,Male,64,40_to_64,4
2502,Driver,Male,73,65_to_74,1
2503,Driver,Male,19,17_to_25,2
2504,Motorcycle rider,Male,28,26_to_39,3
2505,Driver,Male,49,40_to_64,4
2506,Driver,Male,48,40_to_64,4
2507,Driver,Female,53,40_to_64,4
2508,Pedestrian,Male,5,0_to_16,5
2509,Driver,Female,51,40_to_64,4
2510,Motorcycle rider,Male,50,40_to_64,4
2511,Driver,Female,62,40_to_64,4
2512,Driver,Male,39,26_to_39,3
2513,Passenger,Female,42,40_to_64,4
2514,Driver,Male,21,17_to_25,2
2515,Driver,Male,21,17_to_25,2
2516,Motorcycle rider,Male,35,26_to_39,3
2517,Driver,Male,34,26_to_39,3
2518,Driver,Female,25,17_to_25,2
2519,Driver,Female,64,40_to_64,4
2520,Driver,Male,78,75_or_older,6
2521,Passenger,Male,16,0_to_16,5
2522,Driver,Male,70,65_to_74,1
2523,Driver,Male,69,65_to_74,1
2524,Passenger,Male,3,0_to_16,5
2525,Driver,Male,39,26_to_39,3
2526,Driver,Male,41,40_to_64,4
2527,Pedestrian,Female,43,40_to_64,4
2528,Driver,Male,42,40_to_64,4
2529,Passenger,Female,38,26_to_39,3
2530,Pedestrian,Male,59,40_to_64,4
2531,Pedal cyclist,Male,65,65_to_74,1
2532,Driver,Male,27,26_to_39,3
2533,Driver,Male,36,26_to_39,3
2534,Driver,Male,53,40_to_64,4
2535,Motorcycle rider,Male,17,17_to_25,2
2536,Driver,Male,28,26_to_39,3
2537,Passenger,Male,17,17_to_25,2
2538,Passenger,Male,52,40_to_64,4
2539,Driver,Male,46,40_to_64,4
2540,Pedestrian,Male,19,17_to_25,2
2541,Driver,Male,30,26_to_39,3
2542,Pedestrian,Male,27,26_to_39,3
2543,Motorcycle rider,Male,24,17_to_25,2
2544,Driver,Male,30,26_to_39,3
2545,Driver,Male,22,17_to_25,2
2546,Motorcycle rider,Male,23,17_to_25,2
2547,Driver,Male,75,75_or_older,6
2548,Driver,Female,72,65_to_74,1
2549,Driver,Male,77,75_or_older,6
2550,Passenger,Male,17,17_to_25,2
2551,Driver,Male,17,17_to_25,2
2552,Motorcycle rider,Male,72,65_to_74,1
2553,Pedestrian,Male,74,65_to_74,1
2554,Driver,Male,74,65_to_74,1
2555,Pedestrian,Male,63,40_to_64,4
2556,Passenger,Male,12,0_to_16,5
2557,Driver,Male,28,26_to_39,3
2558,Driver,Male,80,75_or_older,6
2559,Motorcycle rider,Male,37,26_to_39,3
2560,Motorcycle rider,Male,47,40_to_64,4
2561,Driver,Male,36,26_to_39,3
2562,Motorcycle rider,Male,66,65_to_74,1
2563,Driver,Male,60,40_to_64,4
2564,Driver,Male,80,75_or_older,6
2565,Driver,Male,54,40_to_64,4
2566,Driver,Male,36,26_to_39,3
2567,Pedestrian,Male,81,75_or_older,6
2568,Driver,Male,60,40_to_64,4
2569,Driver,Male,20,17_to_25,2
2570,Driver,Male,34,26_to_39,3
2571,Driver,Male,53,40_to_64,4
2572,Driver,Male,76,75_or_older,6
2573,Pedestrian,Female,84,75_or_older,6
2574,Driver,Female,80,75_or_older,6
2575,Driver,Female,51,40_to_64,4
2576,Passenger,Male,16,0_to_16,5
2577,Driver,Male,61,40_to_64,4
2578,Pedal cyclist,Female,47,40_to_64,4
2579,Motorcycle rider,Male,18,17_to_25,2
2580,Pedestrian,Female,24,17_to_25,2
2581,Motorcycle rider,Male,26,26_to_39,3
2582,Driver,Female,31,26_to_39,3
2583,Motorcycle rider,Male,60,40_to_64,4
2584,Pedal cyclist,Male,51,40_to_64,4
2585,Driver,Female,89,75_or_older,6
2586,Driver,Male,82,75_or_older,6
2587,Pedestrian,Male,74,65_to_74,1
2588,Driver,Male,25,17_to_25,2
2589,Motorcycle rider,Male,55,40_to_64,4
2590,Pedestrian,Male,47,40_to_64,4
2591,Driver,Male,63,40_to_64,4
2592,Passenger,Female,65,65_to_74,1
2593,Pedestrian,Female,84,75_or_older,6
2594,Motorcycle rider,Male,25,17_to_25,2
2595,Driver,Male,31,26_to_39,3
2596,Motorcycle rider,Male,54,40_to_64,4
2597,Pedestrian,Male,19,17_to_25,2
2598,Pedestrian,Female,40,40_to_64,4
2599,Pedal cyclist,Male,70,65_to_74,1
2600,Motorcycle rider,Male,68,65_to_74,1
2601,Motorcycle rider,Male,34,26_to_39,3
2602,Motorcycle rider,Male,26,26_to_39,3
2603,Driver,Male,85,75_or_older,6
2604,Motorcycle rider,Male,33,26_to_39,3
2605,Driver,Male,31,26_to_39,3
2606,Passenger,Male,21,17_to_25,2
2607,Driver,Female,25,17_to_25,2
2608,Driver,Male,23,17_to_25,2
2609,Passenger,Male,17,17_to_25,2
2610,Driver,Male,25,17_to_25,2
2611,Driver,Male,69,65_to_74,1
2612,Driver,Female,49,40_to_64,4
2613,Driver,Male,41,40_to_64,4
2614,Motorcycle pillion passenger,Female,19,17_to_25,2
2615,Motorcycle rider,Male,60,40_to_64,4
2616,Driver,Female,48,40_to_64,4
2617,Driver,Female,71,65_to_74,1
2618,Pedestrian,Female,59,40_to_64,4
2619,Driver,Male,26,26_to_39,3
2620,Pedestrian,Male,46,40_to_64,4
2621,Pedestrian,Male,51,40_to_64,4
2622,Driver,Male,48,40_to_64,4
2623,Driver,Male,24,17_to_25,2
2624,Driver,Male,19,17_to_25,2
2625,Driver,Female,57,40_to_64,4
2626,Pedal cyclist,Male,82,75_or_older,6
2627,Motorcycle rider,Male,62,40_to_64,4
2628,Driver,Female,64,40_to_64,4
2629,Motorcycle rider,Male,41,40_to_64,4
2630,Motorcycle rider,Male,34,26_to_39,3
2631,Motorcycle rider,Male,68,65_to_74,1
2632,Pedestrian,Male,39,26_to_39,3
2633,Passenger,Male,23,17_to_25,2
2634,Passenger,Female,19,17_to_25,2
2635,Passenger,Male,16,0_to_16,5
2636,Driver,Male,32,26_to_39,3
2637,Driver,Male,31,26_to_39,3
2638,Motorcycle rider,Male,74,65_to_74,1
2639,Pedestrian,Male,74,65_to_74,1
2640,Pedestrian,Male,87,75_or_older,6
2641,Driver,Male,85,75_or_older,6
2642,Motorcycle rider,Male,31,26_to_39,3
2643,Driver,Male,31,26_to_39,3
2644,Passenger,Male,20,17_to_25,2
2645,Driver,Male,61,40_to_64,4
2646,Passenger,Female,62,40_to_64,4
2647,Motorcycle rider,Male,37,26_to_39,3
2648,Passenger,Male,24,17_to_25,2
2649,Passenger,Male,15,0_to_16,5
2650,Passenger,Male,15,0_to_16,5
2651,Motorcycle rider,Male,26,26_to_39,3
2652,Driver,Male,82,75_or_older,6
2653,Passenger,Female,79,75_or_older,6
2654,Pedestrian,Male,92,75_or_older,6
2655,Motorcycle rider,Male,38,26_to_39,3
2656,Pedestrian,Male,25,17_to_25,2
2657,Pedestrian,Male,22,17_to_25,2
2658,Driver,Male,75,75_or_older,6
2659,Motorcycle rider,Male,33,26_to_39,3
2660,Motorcycle rider,Male,21,17_to_25,2
2661,Driver,Male,79,75_or_older,6
2662,Driver,Male,80,75_or_older,6
2663,Pedestrian,Male,62,40_to_64,4
2664,Pedestrian,Male,32,26_to_39,3
2665,Driver,Male,27,26_to_39,3
2666,Driver,Male,81,75_or_older,6
2667,Pedal cyclist,Male,43,40_to_64,4
