vehicle_id,crash_id,bus_flag,heavy_rigid_flag,articulated_flag,State,vehicle_type
1,20241115,False,False,False,NSW,Other
2,20241125,False,False,False,NSW,Other
3,20246013,False,False,False,TAS,Other
4,20241002,False,False,False,NSW,Other
5,20243185,False,False,False,QLD,Other
6,20244016,False,False,False,SA,Other
7,20243168,False,False,False,QLD,Other
8,20246003,False,False,False,TAS,Other
9,20246001,False,False,False,TAS,Other
10,20244081,False,False,False,SA,Other
11,20241087,False,False,False,NSW,Other
12,20241054,False,False,True,NSW,Articulated Truck
13,20244042,False,False,False,SA,Other
14,20243246,False,False,False,QLD,Other
15,20241101,False,False,True,NSW,Articulated Truck
16,20241216,False,False,False,NSW,Other
17,20241300,False,False,False,NSW,Other
18,20243007,False,False,False,QLD,Other
19,20241278,False,False,False,NSW,Other
20,20241149,False,False,False,NSW,Other
21,20241068,True,False,True,NSW,Bus
22,20243273,False,False,False,QLD,Other
23,20244020,False,False,False,SA,Other
24,20244055,False,False,False,SA,Other
25,20241094,False,False,False,NSW,Other
26,20243160,False,False,False,QLD,Other
27,20243209,False,False,False,QLD,Other
28,20244001,False,False,False,SA,Other
29,20243243,False,True,False,QLD,Heavy Rigid Truck
30,20246016,False,False,False,TAS,Other
31,20241119,False,False,False,NSW,Other
32,20241169,False,False,False,NSW,Other
33,20241291,False,False,True,NSW,Articulated Truck
34,20243036,False,False,False,QLD,Other
35,20244026,False,False,False,SA,Other
36,20241077,False,False,False,NSW,Other
37,20241028,False,False,False,NSW,Other
38,20241022,False,False,False,NSW,Other
39,20243015,False,False,False,QLD,Other
40,20244023,False,False,False,SA,Other
41,20241098,False,False,False,NSW,Other
42,20243114,False,False,False,QLD,Other
43,20241040,False,False,False,NSW,Other
44,20241174,False,False,False,NSW,Other
45,20241088,False,False,False,NSW,Other
46,20241255,False,False,False,NSW,Other
47,20241053,False,False,False,NSW,Other
48,20243046,False,False,False,QLD,Other
49,20241080,False,False,False,NSW,Other
50,20243044,False,False,True,QLD,Articulated Truck
51,20241274,False,False,False,NSW,Other
52,20243176,False,False,False,QLD,Other
53,20241181,False,False,True,NSW,Articulated Truck
54,20243110,False,False,False,QLD,Other
55,20244044,False,False,False,SA,Other
56,20243147,False,False,False,QLD,Other
57,20244019,False,False,False,SA,Other
58,20241194,False,True,True,NSW,Heavy Rigid Truck
59,20241139,True,False,False,NSW,Bus
60,20241197,False,False,True,NSW,Articulated Truck
61,20243220,False,False,False,QLD,Other
62,20243267,False,False,False,QLD,Other
63,20241057,False,False,False,NSW,Other
64,20243174,False,False,False,QLD,Other
65,20241166,False,False,False,NSW,Other
66,20243213,False,False,True,QLD,Articulated Truck
67,20241096,False,False,False,NSW,Other
68,20242089,False,False,False,VIC,Other
69,20243073,False,False,False,QLD,Other
70,20241027,False,False,False,NSW,Other
71,20241163,False,False,False,NSW,Other
72,20243143,False,False,False,QLD,Other
73,20241222,False,False,False,NSW,Other
74,20241218,False,False,False,NSW,Other
75,20243249,False,False,False,QLD,Other
76,20243098,False,False,False,QLD,Other
77,20241306,False,False,False,NSW,Other
78,20243037,False,False,False,QLD,Other
79,20244083,False,False,False,SA,Other
80,20241196,False,False,False,NSW,Other
81,20244028,False,False,False,SA,Other
82,20243038,False,False,False,QLD,Other
83,20242023,False,False,True,VIC,Articulated Truck
84,20242230,False,False,False,VIC,Other
85,20242127,False,False,False,VIC,Other
86,20242120,False,False,False,VIC,Other
87,20241106,False,False,False,NSW,Other
88,20241230,False,False,False,NSW,Other
89,20241055,False,False,False,NSW,Other
90,20241267,False,False,False,NSW,Other
91,20242260,False,False,False,VIC,Other
92,20242057,False,False,False,VIC,Other
93,20243153,False,False,True,QLD,Articulated Truck
94,20242161,False,False,False,VIC,Other
95,20241236,False,False,False,NSW,Other
96,20243172,False,False,False,QLD,Other
97,20241188,False,False,False,NSW,Other
98,20243191,False,False,False,QLD,Other
99,20241256,False,False,False,NSW,Other
100,20242019,False,False,False,VIC,Other
101,20243008,True,False,False,QLD,Bus
102,20243001,False,False,False,QLD,Other
103,20243041,False,False,False,QLD,Other
104,20244021,False,False,False,SA,Other
105,20243113,False,False,False,QLD,Other
106,20241107,False,False,False,NSW,Other
107,20243022,False,False,False,QLD,Other
108,20248002,False,False,False,ACT,Other
109,20242088,False,False,False,VIC,Other
110,20241173,False,False,True,NSW,Articulated Truck
111,20241004,False,False,False,NSW,Other
112,20246004,False,True,True,TAS,Heavy Rigid Truck
113,20241201,False,False,False,NSW,Other
114,20241029,False,False,False,NSW,Other
115,20243005,False,False,False,QLD,Other
116,20241261,False,False,False,NSW,Other
117,20244024,False,False,False,SA,Other
118,20241215,False,False,False,NSW,Other
119,20243186,False,False,False,QLD,Other
120,20243208,False,False,False,QLD,Other
121,20241134,False,False,False,NSW,Other
122,20243040,False,True,True,QLD,Heavy Rigid Truck
123,20241263,False,False,False,NSW,Other
124,20241302,False,False,False,NSW,Other
125,20241147,False,False,False,NSW,Other
126,20243248,False,False,False,QLD,Other
127,20243096,False,False,False,QLD,Other
128,20241150,True,False,False,NSW,Bus
129,20241247,False,False,True,NSW,Articulated Truck
130,20241234,False,False,False,NSW,Other
131,20242110,False,False,False,VIC,Other
132,20242052,False,True,False,VIC,Heavy Rigid Truck
133,20243247,False,False,False,QLD,Other
134,20243144,False,False,True,QLD,Articulated Truck
135,20241235,False,False,True,NSW,Articulated Truck
136,20243087,False,False,False,QLD,Other
137,20244061,False,False,False,SA,Other
138,20241009,False,False,False,NSW,Other
139,20241072,False,False,False,NSW,Other
140,20243129,False,False,True,QLD,Articulated Truck
141,20242219,False,True,False,VIC,Heavy Rigid Truck
142,20241219,False,False,False,NSW,Other
143,20244010,False,False,False,SA,Other
144,20244040,False,False,False,SA,Other
145,20243171,False,False,False,QLD,Other
146,20242075,False,False,False,VIC,Other
147,20243079,False,False,False,QLD,Other
148,20241045,False,False,False,NSW,Other
149,20243017,False,False,True,QLD,Articulated Truck
150,20241160,False,True,False,NSW,Heavy Rigid Truck
151,20241081,False,False,True,NSW,Articulated Truck
152,20241135,False,False,False,NSW,Other
153,20241209,False,False,True,NSW,Articulated Truck
154,20242140,False,True,False,VIC,Heavy Rigid Truck
155,20242142,False,False,False,VIC,Other
156,20243107,False,False,False,QLD,Other
157,20243020,False,False,False,QLD,Other
158,20241151,False,False,False,NSW,Other
159,20243158,False,False,True,QLD,Articulated Truck
160,20241286,False,False,False,NSW,Other
161,20243102,False,False,False,QLD,Other
162,20241303,False,False,False,NSW,Other
163,20246029,False,False,False,TAS,Other
164,20248005,False,False,False,ACT,Other
165,20244018,False,False,False,SA,Other
166,20241060,False,False,False,NSW,Other
167,20242022,False,True,False,VIC,Heavy Rigid Truck
168,20241037,False,False,False,NSW,Other
169,20241257,False,False,False,NSW,Other
170,20241128,False,False,False,NSW,Other
171,20243089,False,False,False,QLD,Other
172,20242181,False,False,False,VIC,Other
173,20243082,False,False,True,QLD,Articulated Truck
174,20243150,False,False,False,QLD,Other
175,20243170,False,False,False,QLD,Other
176,20243239,False,False,False,QLD,Other
177,20242040,False,False,True,VIC,Articulated Truck
178,20243084,False,False,False,QLD,Other
179,20241030,False,False,False,NSW,Other
180,20243127,False,True,False,QLD,Heavy Rigid Truck
181,20243003,False,False,False,QLD,Other
182,20243266,False,False,False,QLD,Other
183,20241042,False,False,False,NSW,Other
184,20243121,False,False,False,QLD,Other
185,20241175,False,False,False,NSW,Other
186,20243072,False,False,False,QLD,Other
187,20244057,False,False,False,SA,Other
188,20241091,False,False,False,NSW,Other
189,20243201,False,False,False,QLD,Other
190,20242135,False,False,False,VIC,Other
191,20243225,False,False,False,QLD,Other
192,20241167,False,False,False,NSW,Other
193,20244060,False,False,False,SA,Other
194,20241268,False,False,False,NSW,Other
195,20244013,False,False,False,SA,Other
196,20243235,False,False,False,QLD,Other
197,20244059,False,False,False,SA,Other
198,20241266,False,False,False,NSW,Other
199,20243131,False,False,False,QLD,Other
200,20242080,False,False,False,VIC,Other
201,20241287,False,False,False,NSW,Other
202,20241152,False,False,False,NSW,Other
203,20243161,False,False,False,QLD,Other
204,20242042,False,False,False,VIC,Other
205,20243210,False,False,False,QLD,Other
206,20244025,False,False,False,SA,Other
207,20243088,False,False,False,QLD,Other
208,20241211,True,False,False,NSW,Bus
209,20242007,False,False,False,VIC,Other
210,20241204,False,False,False,NSW,Other
211,20244062,False,False,False,SA,Other
212,20241137,False,False,False,NSW,Other
213,20243117,False,False,False,QLD,Other
214,20242081,False,False,False,VIC,Other
215,20243206,False,False,False,QLD,Other
216,20248003,False,False,False,ACT,Other
217,20244032,False,False,False,SA,Other
218,20241153,False,False,False,NSW,Other
219,20242138,False,False,False,VIC,Other
220,20243198,False,False,False,QLD,Other
221,20242107,False,False,False,VIC,Other
222,20243080,False,False,False,QLD,Other
223,20242204,False,False,False,VIC,Other
224,20242139,False,False,False,VIC,Other
225,20241103,False,False,False,NSW,Other
226,20242129,False,False,False,VIC,Other
227,20244027,False,False,False,SA,Other
228,20243006,False,False,False,QLD,Other
229,20243108,False,False,False,QLD,Other
230,20243212,False,False,False,QLD,Other
231,20241237,False,False,False,NSW,Other
232,20241052,False,False,False,NSW,Other
233,20241308,False,False,False,NSW,Other
234,20246027,False,False,False,TAS,Other
235,20244072,False,False,False,SA,Other
236,20241195,False,False,False,NSW,Other
237,20244043,False,False,False,SA,Other
238,20241102,False,False,False,NSW,Other
239,20243194,False,False,False,QLD,Other
240,20243070,False,True,False,QLD,Heavy Rigid Truck
241,20243165,False,False,False,QLD,Other
242,20241063,False,False,False,NSW,Other
243,20241132,True,False,False,NSW,Bus
244,20241292,False,False,False,NSW,Other
245,20241189,False,False,False,NSW,Other
246,20241233,False,False,False,NSW,Other
247,20242115,False,False,False,VIC,Other
248,20242167,False,False,False,VIC,Other
249,20241016,False,False,False,NSW,Other
250,20243234,False,False,False,QLD,Other
251,20246025,False,False,False,TAS,Other
252,20241220,False,False,False,NSW,Other
253,20241034,False,False,False,NSW,Other
254,20242012,False,False,False,VIC,Other
255,20243009,False,False,False,QLD,Other
256,20241269,False,False,False,NSW,Other
257,20242093,False,False,False,VIC,Other
258,20242176,False,False,False,VIC,Other
259,20242255,False,False,False,VIC,Other
260,20241066,False,False,False,NSW,Other
261,20242175,False,False,False,VIC,Other
262,20243207,False,False,False,QLD,Other
263,20242029,False,False,False,VIC,Other
264,20241246,False,False,False,NSW,Other
265,20241078,False,False,False,NSW,Other
266,20243064,False,False,False,QLD,Other
267,20241013,False,False,False,NSW,Other
268,20246019,False,False,False,TAS,Other
269,20242257,False,False,False,VIC,Other
270,20241138,False,False,False,NSW,Other
271,20244014,False,False,False,SA,Other
272,20244069,False,False,False,SA,Other
273,20242053,False,False,False,VIC,Other
274,20243111,False,False,False,QLD,Other
275,20243067,False,False,False,QLD,Other
276,20242186,False,True,False,VIC,Heavy Rigid Truck
277,20242250,False,False,False,VIC,Other
278,20243167,False,False,False,QLD,Other
279,20243106,False,False,False,QLD,Other
280,20242098,False,False,False,VIC,Other
281,20241179,False,False,False,NSW,Other
282,20242070,False,False,False,VIC,Other
283,20243261,False,False,True,QLD,Articulated Truck
284,20243227,False,False,False,QLD,Other
285,20242243,False,False,False,VIC,Other
286,20242102,False,False,False,VIC,Other
287,20241109,False,False,False,NSW,Other
288,20243187,False,False,False,QLD,Other
289,20241301,False,False,False,NSW,Other
290,20243135,False,True,False,QLD,Heavy Rigid Truck
291,20241248,False,False,False,NSW,Other
292,20243268,False,False,False,QLD,Other
293,20242071,False,False,False,VIC,Other
294,20241020,False,False,False,NSW,Other
295,20241294,False,False,False,NSW,Other
296,20241304,False,False,False,NSW,Other
297,20242123,False,False,False,VIC,Other
298,20242144,False,False,False,VIC,Other
299,20241199,False,False,False,NSW,Other
300,20243066,False,False,False,QLD,Other
301,20243233,False,False,True,QLD,Articulated Truck
302,20243203,False,False,False,QLD,Other
303,20242209,False,False,False,VIC,Other
304,20242056,False,False,False,VIC,Other
305,20242130,False,False,False,VIC,Other
306,20243109,False,False,False,QLD,Other
307,20243010,False,False,False,QLD,Other
308,20243181,False,False,False,QLD,Other
309,20246018,False,True,True,TAS,Heavy Rigid Truck
310,20241071,False,False,False,NSW,Other
311,20241186,False,False,False,NSW,Other
312,20243078,False,False,False,QLD,Other
313,20241223,False,False,False,NSW,Other
314,20241221,False,False,False,NSW,Other
315,20241143,False,False,False,NSW,Other
316,20243242,False,False,False,QLD,Other
317,20242189,False,False,False,VIC,Other
318,20242170,False,True,False,VIC,Heavy Rigid Truck
319,20243043,False,True,False,QLD,Heavy Rigid Truck
320,20241140,False,False,False,NSW,Other
321,20244063,False,False,False,SA,Other
322,20241131,False,False,False,NSW,Other
323,20242172,False,False,False,VIC,Other
324,20241111,False,False,False,NSW,Other
325,20242055,False,False,False,VIC,Other
326,20241017,False,False,False,NSW,Other
327,20244067,False,False,False,SA,Other
328,20246024,False,False,False,TAS,Other
329,20241254,False,False,False,NSW,Other
330,20243011,False,False,False,QLD,Other
331,20246011,False,False,False,TAS,Other
332,20242177,False,False,False,VIC,Other
333,20241127,False,False,False,NSW,Other
334,20241210,False,False,False,NSW,Other
335,20242132,False,False,False,VIC,Other
336,20242184,False,False,False,VIC,Other
337,20241253,False,False,False,NSW,Other
338,20243024,False,False,False,QLD,Other
339,20242224,False,False,False,VIC,Other
340,20243031,False,False,False,QLD,Other
341,20242069,False,False,False,VIC,Other
342,20243156,False,False,False,QLD,Other
343,20242251,False,False,False,VIC,Other
344,20244034,False,False,False,SA,Other
345,20242090,False,False,False,VIC,Other
346,20243231,False,False,False,QLD,Other
347,20242194,False,False,False,VIC,Other
348,20243142,False,False,False,QLD,Other
349,20242043,False,True,False,VIC,Heavy Rigid Truck
350,20243124,False,True,False,QLD,Heavy Rigid Truck
351,20244007,False,False,False,SA,Other
352,20242060,False,False,False,VIC,Other
353,20243104,False,False,False,QLD,Other
354,20244041,False,False,False,SA,Other
355,20246026,False,False,False,TAS,Other
356,20243021,False,False,True,QLD,Articulated Truck
357,20242155,False,False,False,VIC,Other
358,20242032,False,True,False,VIC,Heavy Rigid Truck
359,20241285,False,False,False,NSW,Other
360,20244066,False,False,False,SA,Other
361,20242064,False,False,False,VIC,Other
362,20242164,False,False,False,VIC,Other
363,20244035,False,False,False,SA,Other
364,20243018,False,False,False,QLD,Other
365,20242086,False,False,False,VIC,Other
366,20243217,False,True,False,QLD,Heavy Rigid Truck
367,20243251,False,False,True,QLD,Articulated Truck
368,20243058,False,False,False,QLD,Other
369,20244046,False,False,False,SA,Other
370,20243085,False,False,False,QLD,Other
371,20244039,False,False,False,SA,Other
372,20243240,False,False,False,QLD,Other
373,20246002,False,False,False,TAS,Other
374,20242099,False,False,False,VIC,Other
375,20243063,False,False,False,QLD,Other
376,20241176,False,False,False,NSW,Other
377,20247022,False,True,False,NT,Heavy Rigid Truck
378,20241086,False,False,False,NSW,Other
379,20241224,False,False,False,NSW,Other
380,20241265,False,False,False,NSW,Other
381,20241202,False,False,False,NSW,Other
382,20246023,False,True,True,TAS,Heavy Rigid Truck
383,20241293,False,False,True,NSW,Articulated Truck
384,20241299,False,False,False,NSW,Other
385,20244078,False,False,False,SA,Other
386,20243164,False,True,False,QLD,Heavy Rigid Truck
387,20242201,False,False,False,VIC,Other
388,20241307,False,False,False,NSW,Other
389,20242074,False,False,False,VIC,Other
390,20241243,False,False,True,NSW,Articulated Truck
391,20247034,False,False,False,NT,Other
392,20241260,False,False,False,NSW,Other
393,20243004,False,False,False,QLD,Other
394,20246014,False,False,False,TAS,Other
395,20242024,False,False,True,VIC,Articulated Truck
396,20243169,False,False,False,QLD,Other
397,20243081,False,False,False,QLD,Other
398,20242169,False,False,False,VIC,Other
399,20241110,False,False,False,NSW,Other
400,20241082,False,False,False,NSW,Other
401,20241159,False,False,False,NSW,Other
402,20246022,False,False,False,TAS,Other
403,20241229,False,False,False,NSW,Other
404,20242026,False,False,False,VIC,Other
405,20242268,False,True,False,VIC,Heavy Rigid Truck
406,20242238,False,False,False,VIC,Other
407,20242122,False,False,False,VIC,Other
408,20241046,False,False,False,NSW,Other
409,20243192,False,False,False,QLD,Other
410,20241032,False,False,False,NSW,Other
411,20241031,False,False,False,NSW,Other
412,20243254,False,False,False,QLD,Other
413,20243133,False,False,False,QLD,Other
414,20241203,False,False,False,NSW,Other
415,20243118,False,False,False,QLD,Other
416,20243173,False,False,False,QLD,Other
417,20243199,False,False,False,QLD,Other
418,20244003,False,False,False,SA,Other
419,20241298,False,False,True,NSW,Articulated Truck
420,20242112,False,False,False,VIC,Other
421,20243092,False,True,False,QLD,Heavy Rigid Truck
422,20243042,False,False,False,QLD,Other
423,20244005,False,False,False,SA,Other
424,20243178,False,False,False,QLD,Other
425,20244050,False,False,False,SA,Other
426,20241208,False,False,True,NSW,Articulated Truck
427,20242259,False,False,True,VIC,Articulated Truck
428,20242212,False,False,False,VIC,Other
429,20243019,False,False,False,QLD,Other
430,20241036,False,False,False,NSW,Other
431,20242226,False,False,False,VIC,Other
432,20247007,False,False,False,NT,Other
433,20243074,True,False,False,QLD,Bus
434,20241003,False,False,False,NSW,Other
435,20241277,False,False,False,NSW,Other
436,20241249,False,False,False,NSW,Other
437,20242020,False,False,False,VIC,Other
438,20242108,False,False,False,VIC,Other
439,20243120,False,False,True,QLD,Articulated Truck
440,20242187,False,False,False,VIC,Other
441,20243116,False,False,True,QLD,Articulated Truck
442,20242133,False,False,False,VIC,Other
443,20241092,False,False,False,NSW,Other
444,20242121,False,False,False,VIC,Other
445,20243214,False,False,True,QLD,Articulated Truck
446,20241118,False,False,False,NSW,Other
447,20243157,False,False,False,QLD,Other
448,20241190,False,False,True,NSW,Articulated Truck
449,20241097,False,False,False,NSW,Other
450,20242265,False,False,False,VIC,Other
451,20241250,False,False,False,NSW,Other
452,20242200,False,True,False,VIC,Heavy Rigid Truck
453,20242234,False,False,False,VIC,Other
454,20242048,False,False,False,VIC,Other
455,20242003,False,False,False,VIC,Other
456,20243252,False,False,False,QLD,Other
457,20243061,False,False,False,QLD,Other
458,20242162,False,False,False,VIC,Other
459,20244071,False,False,False,SA,Other
460,20241047,False,False,False,NSW,Other
461,20241205,False,False,False,NSW,Other
462,20241024,False,False,False,NSW,Other
463,20242096,False,False,False,VIC,Other
464,20242240,False,False,False,VIC,Other
465,20243139,True,False,False,QLD,Bus
466,20243075,False,False,False,QLD,Other
467,20244051,False,False,False,SA,Other
468,20241070,False,False,False,NSW,Other
469,20244079,False,False,False,SA,Other
470,20243051,False,False,False,QLD,Other
471,20242237,False,False,False,VIC,Other
472,20243148,False,False,False,QLD,Other
473,20242157,False,False,False,VIC,Other
474,20244022,False,False,False,SA,Other
475,20241142,False,False,False,NSW,Other
476,20241124,False,False,False,NSW,Other
477,20241010,False,True,True,NSW,Heavy Rigid Truck
478,20241252,False,False,False,NSW,Other
479,20243155,False,False,False,QLD,Other
480,20243163,False,False,False,QLD,Other
481,20243269,False,False,False,QLD,Other
482,20243056,False,False,False,QLD,Other
483,20243049,False,False,False,QLD,Other
484,20243103,False,False,False,QLD,Other
485,20242233,False,False,False,VIC,Other
486,20243014,False,False,False,QLD,Other
487,20241198,False,False,False,NSW,Other
488,20242249,False,False,False,VIC,Other
489,20243154,True,False,False,QLD,Bus
490,20241100,False,False,False,NSW,Other
491,20241074,False,False,False,NSW,Other
492,20243263,False,False,True,QLD,Articulated Truck
493,20242016,False,False,False,VIC,Other
494,20244017,False,False,False,SA,Other
495,20244009,False,False,False,SA,Other
496,20242085,False,False,False,VIC,Other
497,20244012,False,False,False,SA,Other
498,20243205,False,False,False,QLD,Other
499,20241035,False,False,False,NSW,Other
500,20241161,False,False,False,NSW,Other
501,20241062,False,False,False,NSW,Other
502,20243119,False,False,False,QLD,Other
503,20241155,False,False,False,NSW,Other
504,20243152,False,False,False,QLD,Other
505,20243053,False,False,True,QLD,Articulated Truck
506,20241039,False,False,False,NSW,Other
507,20242154,False,False,False,VIC,Other
508,20243215,False,False,False,QLD,Other
509,20243026,False,False,False,QLD,Other
510,20241050,False,True,False,NSW,Heavy Rigid Truck
511,20243271,False,False,True,QLD,Articulated Truck
512,20241133,False,False,False,NSW,Other
513,20248008,False,True,False,ACT,Heavy Rigid Truck
514,20244037,False,False,False,SA,Other
515,20242143,False,False,False,VIC,Other
516,20241273,False,False,False,NSW,Other
517,20242067,False,False,False,VIC,Other
518,20242214,False,False,False,VIC,Other
519,20243238,False,False,False,QLD,Other
520,20242011,False,False,False,VIC,Other
521,20241180,False,False,False,NSW,Other
522,20241059,False,False,False,NSW,Other
523,20241021,False,False,False,NSW,Other
524,20242254,False,False,False,VIC,Other
525,20243256,False,True,False,QLD,Heavy Rigid Truck
526,20241245,False,False,False,NSW,Other
527,20243126,False,False,False,QLD,Other
528,20244082,False,False,False,SA,Other
529,20241108,False,False,False,NSW,Other
530,20242137,False,False,False,VIC,Other
531,20241005,False,False,False,NSW,Other
532,20241051,False,False,False,NSW,Other
533,20243128,False,False,False,QLD,Other
534,20242109,False,False,False,VIC,Other
535,20241116,False,False,False,NSW,Other
536,20243226,False,False,False,QLD,Other
537,20242092,False,False,False,VIC,Other
538,20242125,False,False,False,VIC,Other
539,20244077,False,False,False,SA,Other
540,20242049,False,False,False,VIC,Other
541,20243265,False,False,False,QLD,Other
542,20243122,False,False,False,QLD,Other
543,20243151,False,False,False,QLD,Other
544,20241283,False,False,False,NSW,Other
545,20242262,False,False,False,VIC,Other
546,20242100,False,False,False,VIC,Other
547,20242211,False,False,False,VIC,Other
548,20241168,False,False,False,NSW,Other
549,20241162,False,False,False,NSW,Other
550,20241073,False,False,False,NSW,Other
551,20243097,False,False,True,QLD,Articulated Truck
552,20242182,False,False,True,VIC,Articulated Truck
553,20243123,False,False,False,QLD,Other
554,20242044,False,False,False,VIC,Other
555,20241120,False,False,True,NSW,Articulated Truck
556,20242266,False,False,False,VIC,Other
557,20241048,False,False,False,NSW,Other
558,20243023,False,False,False,QLD,Other
559,20243137,False,True,False,QLD,Heavy Rigid Truck
560,20241200,False,False,False,NSW,Other
561,20242151,False,False,False,VIC,Other
562,20242223,False,False,True,VIC,Articulated Truck
563,20241259,False,False,False,NSW,Other
564,20241264,False,False,False,NSW,Other
565,20243086,False,False,False,QLD,Other
566,20242215,False,False,False,VIC,Other
567,20246012,False,False,False,TAS,Other
568,20244068,False,False,False,SA,Other
569,20241296,False,False,False,NSW,Other
570,20241006,False,False,False,NSW,Other
571,20241258,False,False,False,NSW,Other
572,20241290,False,False,False,NSW,Other
573,20241056,False,False,False,NSW,Other
574,20242014,False,False,False,VIC,Other
575,20241251,False,False,False,NSW,Other
576,20243076,False,False,False,QLD,Other
577,20243162,False,False,False,QLD,Other
578,20242027,False,False,False,VIC,Other
579,20243029,False,False,False,QLD,Other
580,20242179,False,False,False,VIC,Other
581,20244080,False,False,False,SA,Other
582,20242241,False,False,False,VIC,Other
583,20244047,False,False,False,SA,Other
584,20241041,False,False,False,NSW,Other
585,20241165,False,False,False,NSW,Other
586,20242077,False,False,False,VIC,Other
587,20242078,False,False,False,VIC,Other
588,20242017,False,False,False,VIC,Other
589,20243223,False,False,False,QLD,Other
590,20241271,False,True,False,NSW,Heavy Rigid Truck
591,20242217,False,False,False,VIC,Other
592,20242245,False,False,False,VIC,Other
593,20241170,False,False,False,NSW,Other
594,20242199,False,False,False,VIC,Other
595,20241177,False,False,False,NSW,Other
596,20246015,False,False,False,TAS,Other
597,20242165,False,False,False,VIC,Other
598,20241011,False,False,False,NSW,Other
599,20243260,False,False,False,QLD,Other
600,20241083,False,False,True,NSW,Articulated Truck
601,20246006,False,True,False,TAS,Heavy Rigid Truck
602,20244058,False,False,False,SA,Other
603,20243218,False,True,False,QLD,Heavy Rigid Truck
604,20241089,False,False,False,NSW,Other
605,20243146,False,False,False,QLD,Other
606,20241295,False,False,False,NSW,Other
607,20243264,False,False,False,QLD,Other
608,20241136,False,False,False,NSW,Other
609,20241281,False,True,False,NSW,Heavy Rigid Truck
610,20241076,False,False,False,NSW,Other
611,20244073,False,False,False,SA,Other
612,20242094,False,False,False,VIC,Other
613,20241058,False,False,False,NSW,Other
614,20241019,False,False,False,NSW,Other
615,20241275,False,False,False,NSW,Other
616,20243222,False,False,False,QLD,Other
617,20241065,True,False,False,NSW,Bus
618,20243094,True,False,False,QLD,Bus
619,20243145,False,False,False,QLD,Other
620,20241305,False,False,False,NSW,Other
621,20242146,False,False,False,VIC,Other
622,20241231,False,False,False,NSW,Other
623,20241145,False,False,False,NSW,Other
624,20241228,False,False,False,NSW,Other
625,20243030,False,False,False,QLD,Other
626,20243034,False,False,False,QLD,Other
627,20242058,False,False,False,VIC,Other
628,20241085,False,False,False,NSW,Other
629,20243091,False,False,False,QLD,Other
630,20243184,False,False,False,QLD,Other
631,20242104,False,False,False,VIC,Other
632,20248004,False,False,False,ACT,Other
633,20242101,False,False,False,VIC,Other
634,20243195,False,False,False,QLD,Other
635,20243055,False,False,False,QLD,Other
636,20241212,False,False,False,NSW,Other
637,20241241,False,False,False,NSW,Other
638,20243071,False,False,False,QLD,Other
639,20241171,False,False,False,NSW,Other
640,20243193,False,False,False,QLD,Other
641,20244011,False,False,True,SA,Articulated Truck
642,20242225,False,False,False,VIC,Other
643,20242160,False,False,False,VIC,Other
644,20241183,False,True,False,NSW,Heavy Rigid Truck
645,20241025,False,True,True,NSW,Heavy Rigid Truck
646,20241079,False,False,False,NSW,Other
647,20246010,False,False,False,TAS,Other
648,20242235,False,False,False,VIC,Other
649,20242113,False,False,True,VIC,Articulated Truck
650,20242025,False,False,False,VIC,Other
651,20241148,False,False,False,NSW,Other
652,20241262,False,False,False,NSW,Other
653,20241172,False,False,False,NSW,Other
654,20242192,False,False,False,VIC,Other
655,20241014,False,False,False,NSW,Other
656,20242191,False,True,False,VIC,Heavy Rigid Truck
657,20243189,False,False,False,QLD,Other
658,20244033,False,False,False,SA,Other
659,20241206,False,False,True,NSW,Articulated Truck
660,20243069,False,False,False,QLD,Other
661,20243188,False,False,False,QLD,Other
662,20241130,True,False,False,NSW,Bus
663,20241178,False,False,False,NSW,Other
664,20248011,False,False,False,ACT,Other
665,20241043,False,False,True,NSW,Articulated Truck
666,20244054,False,False,False,SA,Other
667,20243032,False,False,False,QLD,Other
668,20244015,False,False,False,SA,Other
669,20243112,False,False,True,QLD,Articulated Truck
670,20243253,False,False,False,QLD,Other
671,20246028,False,False,False,TAS,Other
672,20242244,False,False,True,VIC,Articulated Truck
673,20244006,False,False,False,SA,Other
674,20241154,False,False,False,NSW,Other
675,20241146,False,False,False,NSW,Other
676,20242009,False,False,False,VIC,Other
677,20241217,False,False,False,NSW,Other
678,20242030,False,False,False,VIC,Other
679,20243025,False,True,False,QLD,Heavy Rigid Truck
680,20242168,False,False,False,VIC,Other
681,20246021,False,False,False,TAS,Other
682,20241238,False,False,False,NSW,Other
683,20241158,True,False,False,NSW,Bus
684,20243228,True,False,False,QLD,Bus
685,20242210,False,False,False,VIC,Other
686,20242253,False,False,False,VIC,Other
687,20242256,False,False,False,VIC,Other
688,20241289,False,False,False,NSW,Other
689,20243045,False,False,True,QLD,Articulated Truck
690,20242028,False,False,False,VIC,Other
691,20243054,False,False,False,QLD,Other
692,20241187,False,False,False,NSW,Other
693,20246007,False,False,False,TAS,Other
694,20241126,False,True,False,NSW,Heavy Rigid Truck
695,20244049,False,False,False,SA,Other
696,20242021,False,False,False,VIC,Other
697,20242045,False,False,False,VIC,Other
698,20243101,False,False,False,QLD,Other
699,20242206,False,False,False,VIC,Other
700,20242117,False,False,False,VIC,Other
701,20241226,False,False,True,NSW,Articulated Truck
702,20242079,False,False,False,VIC,Other
703,20241156,False,False,True,NSW,Articulated Truck
704,20243093,False,False,False,QLD,Other
