vehicle_id,crash_id,bus_flag,heavy_rigid_flag,articulated_flag,State,vehicle_type
2214,20222221,False,False,False,VIC,Other
2215,20222133,False,False,False,VIC,Other
2216,20221006,False,False,False,NSW,Other
2217,20223038,False,True,False,QLD,Heavy Rigid Truck
2218,20223095,False,False,False,QLD,Other
2219,20223254,False,False,False,QLD,Other
2220,20226004,False,False,False,TAS,Other
2221,20223085,False,False,False,QLD,Other
2222,20222008,False,False,False,VIC,Other
2223,20224040,False,False,False,SA,Other
2224,20222143,False,False,False,VIC,Other
2225,20222123,False,True,False,VIC,Heavy Rigid Truck
2226,20222132,False,True,False,VIC,Heavy Rigid Truck
2227,20223120,False,False,False,QLD,Other
2228,20223103,False,False,False,QLD,Other
2229,20221129,False,False,False,NSW,Other
2230,20222064,False,False,True,VIC,Articulated Truck
2231,20222054,False,False,False,VIC,Other
2232,20221120,False,False,False,NSW,Other
2233,20222011,False,False,True,VIC,Articulated Truck
2234,20221213,False,False,False,NSW,Other
2235,20226003,False,False,False,TAS,Other
2236,20223157,False,False,False,QLD,Other
