crash_id,year,month,weekday,weekday_weekend,day_night,num_fatalities,speed_zone,holiday_flag
20241115,2024,12,Friday,Weekday,Night,1,100,Christmas
20241125,2024,12,Friday,Weekday,Day,1,80,None
20246013,2024,12,Friday,Weekday,Day,1,50,Christmas
20241002,2024,12,Friday,Weekday,Day,1,100,None
20243185,2024,12,Friday,Weekday,Day,1,100,None
20244016,2024,12,Friday,Weekday,Day,1,100,Christmas
20243168,2024,12,Friday,Weekend,Night,1,60,None
20246003,2024,12,Friday,Weekend,Night,1,50,None
20246001,2024,12,Friday,Weekend,Night,1,100,None
20244081,2024,12,Friday,Weekend,Night,1,50,None
20241087,2024,12,Friday,Weekend,Night,1,70,None
20241054,2024,12,Friday,Weekend,Night,1,110,None
20244042,2024,12,Monday,Weekend,Night,1,100,None
20243246,2024,12,Monday,Weekday,Day,1,80,None
20241101,2024,12,Monday,Weekday,Day,1,60,None
20241216,2024,12,Monday,Weekday,Day,1,60,Christmas
20241300,2024,12,Monday,Weekday,Day,1,100,None
20243007,2024,12,Monday,Weekday,Day,1,100,Christmas
20241278,2024,12,Monday,Weekday,Day,1,100,None
20241149,2024,12,Monday,Weekday,Day,1,40,None
20241068,2024,12,Saturday,Weekend,Night,1,110,None
20243273,2024,12,Saturday,Weekend,Night,1,100,None
20244020,2024,12,Saturday,Weekend,Day,1,100,None
20244055,2024,12,Saturday,Weekend,Day,2,110,Christmas
20241094,2024,12,Saturday,Weekend,Day,1,50,Christmas
20243160,2024,12,Saturday,Weekend,Day,2,100,Christmas
20243209,2024,12,Saturday,Weekend,Day,1,50,Christmas
20244001,2024,12,Saturday,Weekend,Day,1,100,Christmas
20243243,2024,12,Saturday,Weekend,Day,1,70,None
20246016,2024,12,Saturday,Weekend,Day,1,100,None
20241119,2024,12,Saturday,Weekend,Day,2,100,None
20241169,2024,12,Saturday,Weekend,Night,1,80,None
20241291,2024,12,Sunday,Weekend,Night,1,110,None
20243036,2024,12,Sunday,Weekend,Night,1,100,None
20244026,2024,12,Sunday,Weekend,Day,1,50,None
20241077,2024,12,Sunday,Weekend,Day,1,50,None
20241028,2024,12,Sunday,Weekend,Day,1,50,None
20241022,2024,12,Sunday,Weekend,Day,1,100,None
20243015,2024,12,Sunday,Weekend,Day,1,60,None
20244023,2024,12,Sunday,Weekend,Day,1,100,None
20241098,2024,12,Sunday,Weekend,Day,1,90,None
20243114,2024,12,Sunday,Weekend,Day,2,100,None
20241040,2024,12,Sunday,Weekend,Day,1,100,None
20241174,2024,12,Sunday,Weekend,Day,1,60,None
20241088,2024,12,Sunday,Weekend,Day,1,100,None
20241255,2024,12,Sunday,Weekend,Night,1,100,None
20241053,2024,12,Sunday,Weekend,Night,2,100,None
20243046,2024,12,Sunday,Weekend,Night,2,60,None
20241080,2024,12,Thursday,Weekday,Night,1,60,None
20243044,2024,12,Thursday,Weekday,Day,1,100,None
20241274,2024,12,Thursday,Weekday,Day,1,100,None
20243176,2024,12,Tuesday,Weekday,Night,1,60,Christmas
20241181,2024,12,Tuesday,Weekday,Day,1,110,Christmas
20243110,2024,12,Tuesday,Weekday,Day,1,60,Christmas
20244044,2024,12,Tuesday,Weekday,Day,1,100,None
20243147,2024,12,Tuesday,Weekday,Day,1,80,None
20244019,2024,12,Tuesday,Weekday,Night,1,100,Christmas
20241194,2024,12,Tuesday,Weekday,Night,1,80,None
20241139,2024,12,Tuesday,Weekday,Night,1,50,None
20241197,2024,12,Tuesday,Weekday,Night,1,100,None
20243220,2024,12,Wednesday,Weekday,Night,1,100,Christmas
20243267,2024,12,Wednesday,Weekday,Night,1,90,None
20241057,2024,12,Wednesday,Weekday,Day,1,110,None
20243174,2024,12,Wednesday,Weekday,Day,1,80,Christmas
20241166,2024,12,Wednesday,Weekday,Day,1,100,Christmas
20243213,2024,11,Friday,Weekday,Night,1,100,None
20241096,2024,11,Friday,Weekday,Night,1,100,None
20242089,2024,11,Friday,Weekday,Day,1,60,None
20243073,2024,11,Friday,Weekday,Day,1,70,None
20241027,2024,11,Friday,Weekday,Day,1,100,None
20241163,2024,11,Friday,Weekday,Day,1,100,None
20243143,2024,11,Friday,Weekday,Day,1,100,None
20241222,2024,11,Friday,Weekday,Day,1,100,None
20241218,2024,11,Friday,Weekday,Day,1,110,None
20243249,2024,11,Friday,Weekend,Night,1,100,None
20243098,2024,11,Friday,Weekend,Night,1,80,None
20241306,2024,11,Friday,Weekend,Night,1,60,None
20243037,2024,11,Monday,Weekday,Day,1,50,None
20244083,2024,11,Monday,Weekday,Day,1,60,None
20241196,2024,11,Monday,Weekday,Day,1,60,None
20244028,2024,11,Monday,Weekday,Day,2,100,None
20243038,2024,11,Monday,Weekday,Day,1,100,None
20242023,2024,11,Monday,Weekday,Day,1,70,None
20242230,2024,11,Monday,Weekday,Day,1,100,None
20242127,2024,11,Monday,Weekday,Day,1,80,None
20242120,2024,11,Monday,Weekday,Day,1,100,None
20241106,2024,11,Monday,Weekday,Day,1,60,None
20241230,2024,11,Monday,Weekday,Day,1,70,None
20241055,2024,11,Monday,Weekday,Day,1,50,None
20241267,2024,11,Monday,Weekday,Night,1,50,None
20242260,2024,11,Monday,Weekday,Night,1,80,None
20242057,2024,11,Saturday,Weekend,Night,1,100,None
20243153,2024,11,Saturday,Weekend,Day,1,100,None
20242161,2024,11,Saturday,Weekend,Day,1,60,None
20241236,2024,11,Saturday,Weekend,Day,1,80,None
20243172,2024,11,Saturday,Weekend,Day,1,10,None
20241188,2024,11,Saturday,Weekend,Day,1,100,None
20243191,2024,11,Saturday,Weekend,Day,2,100,None
20241256,2024,11,Saturday,Weekend,Day,2,100,None
20242019,2024,11,Saturday,Weekend,Night,1,100,None
20243008,2024,11,Saturday,Weekend,Night,1,80,None
20243001,2024,11,Saturday,Weekend,Night,1,80,None
20243041,2024,11,Saturday,Weekend,Night,1,100,None
20244021,2024,11,Saturday,Weekend,Night,1,60,None
20243113,2024,11,Saturday,Weekend,Night,1,60,None
20241107,2024,11,Saturday,Weekend,Night,1,100,None
20243022,2024,11,Sunday,Weekend,Night,1,60,None
20248002,2024,11,Sunday,Weekend,Night,1,80,None
20242088,2024,11,Sunday,Weekend,Night,1,80,None
20241173,2024,11,Sunday,Weekend,Night,2,110,None
20241004,2024,11,Sunday,Weekend,Day,1,50,None
20246004,2024,11,Sunday,Weekend,Day,1,110,None
20241201,2024,11,Sunday,Weekend,Day,1,50,None
20241029,2024,11,Sunday,Weekend,Day,1,80,None
20243005,2024,11,Sunday,Weekend,Day,1,60,None
20241261,2024,11,Sunday,Weekend,Day,1,90,None
20244024,2024,11,Sunday,Weekend,Day,1,80,None
20241215,2024,11,Sunday,Weekend,Day,1,100,None
20243186,2024,11,Sunday,Weekend,Day,1,80,None
20243208,2024,11,Sunday,Weekend,Night,1,40,None
20241134,2024,11,Thursday,Weekday,Night,1,80,None
20243040,2024,11,Thursday,Weekday,Night,2,60,None
20241263,2024,11,Thursday,Weekday,Night,1,50,None
20241302,2024,11,Thursday,Weekday,Night,1,110,None
20241147,2024,11,Thursday,Weekday,Night,1,50,None
20243248,2024,11,Thursday,Weekday,Day,1,70,None
20243096,2024,11,Thursday,Weekday,Day,1,50,None
20241150,2024,11,Thursday,Weekday,Day,1,50,None
20241247,2024,11,Thursday,Weekday,Day,1,100,None
20241234,2024,11,Thursday,Weekday,Day,1,100,None
20242110,2024,11,Thursday,Weekday,Day,1,80,None
20242052,2024,11,Thursday,Weekday,Night,1,70,None
20243247,2024,11,Tuesday,Weekday,Night,1,100,None
20243144,2024,11,Tuesday,Weekday,Day,1,100,None
20241235,2024,11,Tuesday,Weekday,Day,1,80,None
20243087,2024,11,Tuesday,Weekday,Day,2,100,None
20244061,2024,11,Tuesday,Weekday,Day,1,110,None
20241009,2024,11,Tuesday,Weekday,Day,1,80,None
20241072,2024,11,Tuesday,Weekday,Day,1,60,None
20243129,2024,11,Tuesday,Weekday,Day,1,100,None
20242219,2024,11,Tuesday,Weekday,Day,1,100,None
20241219,2024,11,Tuesday,Weekday,Day,1,80,None
20244010,2024,11,Tuesday,Weekday,Day,1,100,None
20244040,2024,11,Tuesday,Weekday,Day,1,50,None
20243171,2024,11,Tuesday,Weekday,Day,1,100,None
20242075,2024,11,Tuesday,Weekday,Day,1,80,None
20243079,2024,11,Tuesday,Weekday,Day,1,100,None
20241045,2024,11,Tuesday,Weekday,Night,1,50,None
20243017,2024,11,Tuesday,Weekday,Night,2,100,None
20241160,2024,11,Wednesday,Weekday,Day,1,50,None
20241081,2024,11,Wednesday,Weekday,Night,1,100,None
20241135,2024,11,Wednesday,Weekday,Night,1,100,None
20241209,2024,11,Wednesday,Weekday,Night,1,110,None
20242140,2024,10,Friday,Weekday,Day,2,100,None
20242142,2024,10,Friday,Weekday,Day,1,100,None
20243107,2024,10,Friday,Weekday,Day,1,80,None
20243020,2024,10,Friday,Weekday,Day,1,60,None
20241151,2024,10,Friday,Weekday,Day,1,100,None
20243158,2024,10,Friday,Weekday,Day,1,100,None
20241286,2024,10,Friday,Weekday,Day,1,80,None
20243102,2024,10,Friday,Weekday,Day,1,80,None
20241303,2024,10,Friday,Weekday,Day,1,100,None
20246029,2024,10,Friday,Weekday,Day,1,50,None
20248005,2024,10,Friday,Weekday,Day,1,80,None
20244018,2024,10,Friday,Weekend,Night,1,110,None
20241060,2024,10,Friday,Weekend,Night,2,80,None
20242022,2024,10,Friday,Weekend,Night,1,60,None
20241037,2024,10,Friday,Weekend,Night,1,70,None
20241257,2024,10,Friday,Weekend,Night,1,50,None
20241128,2024,10,Monday,Weekend,Night,1,100,None
20243089,2024,10,Monday,Weekend,Night,1,60,None
20242181,2024,10,Monday,Weekday,Day,1,100,None
20243082,2024,10,Monday,Weekday,Day,1,100,None
20243150,2024,10,Monday,Weekday,Day,1,100,None
20243170,2024,10,Monday,Weekday,Night,1,60,None
20243239,2024,10,Monday,Weekday,Night,1,100,None
20242040,2024,10,Saturday,Weekend,Night,1,100,None
20243084,2024,10,Saturday,Weekend,Night,1,80,None
20241030,2024,10,Saturday,Weekend,Night,1,80,None
20243127,2024,10,Saturday,Weekend,Day,1,80,None
20243003,2024,10,Saturday,Weekend,Day,1,100,None
20243266,2024,10,Saturday,Weekend,Day,1,60,None
20241042,2024,10,Saturday,Weekend,Day,1,80,None
20243121,2024,10,Saturday,Weekend,Day,1,100,None
20241175,2024,10,Saturday,Weekend,Night,1,50,None
20243072,2024,10,Sunday,Weekend,Night,1,80,None
20244057,2024,10,Sunday,Weekend,Night,1,90,None
20241091,2024,10,Sunday,Weekend,Day,1,110,None
20243201,2024,10,Sunday,Weekend,Day,1,100,None
20242135,2024,10,Sunday,Weekend,Day,1,100,None
20243225,2024,10,Sunday,Weekend,Day,1,80,None
20241167,2024,10,Sunday,Weekend,Day,1,50,None
20244060,2024,10,Sunday,Weekend,Day,1,100,None
20241268,2024,10,Sunday,Weekend,Day,1,100,None
20244013,2024,10,Sunday,Weekend,Day,1,60,None
20243235,2024,10,Sunday,Weekend,Day,2,90,None
20244059,2024,10,Sunday,Weekend,Day,2,110,None
20241266,2024,10,Sunday,Weekend,Day,1,80,None
20243131,2024,10,Sunday,Weekend,Day,1,60,None
20242080,2024,10,Sunday,Weekend,Day,1,100,None
20241287,2024,10,Thursday,Weekday,Night,1,100,None
20241152,2024,10,Thursday,Weekday,Night,1,100,None
20243161,2024,10,Thursday,Weekday,Day,1,100,None
20242042,2024,10,Thursday,Weekday,Day,1,80,None
20243210,2024,10,Thursday,Weekday,Day,1,60,None
20244025,2024,10,Thursday,Weekday,Day,1,110,None
20243088,2024,10,Thursday,Weekday,Day,1,50,None
20241211,2024,10,Thursday,Weekday,Day,2,70,None
20242007,2024,10,Thursday,Weekday,Day,1,100,None
20241204,2024,10,Thursday,Weekday,Day,1,80,None
20244062,2024,10,Thursday,Weekday,Day,1,80,None
20241137,2024,10,Thursday,Weekday,Day,1,110,None
20243117,2024,10,Thursday,Weekday,Day,1,60,None
20242081,2024,10,Thursday,Weekday,Day,1,60,None
20243206,2024,10,Thursday,Weekday,Night,1,60,None
20248003,2024,10,Thursday,Weekday,Night,1,70,None
20244032,2024,10,Tuesday,Weekday,Night,1,110,None
20241153,2024,10,Tuesday,Weekday,Night,1,60,None
20242138,2024,10,Tuesday,Weekday,Night,1,100,None
20243198,2024,10,Tuesday,Weekday,Day,1,100,None
20242107,2024,10,Tuesday,Weekday,Day,1,40,None
20243080,2024,10,Tuesday,Weekday,Night,1,100,None
20242204,2024,10,Tuesday,Weekday,Night,1,80,None
20242139,2024,10,Tuesday,Weekday,Night,1,50,None
20241103,2024,10,Wednesday,Weekday,Day,1,80,None
20242129,2024,10,Wednesday,Weekday,Day,1,100,None
20244027,2024,10,Wednesday,Weekday,Day,1,80,None
20243006,2024,10,Wednesday,Weekday,Day,1,50,None
20243108,2024,10,Wednesday,Weekday,Day,1,100,None
20243212,2024,10,Wednesday,Weekday,Night,1,70,None
20241237,2024,10,Wednesday,Weekday,Night,1,50,None
20241052,2024,10,Wednesday,Weekday,Night,1,100,None
20241308,2024,10,Wednesday,Weekday,Night,1,50,None
20246027,2024,9,Friday,Weekday,Night,1,50,None
20244072,2024,9,Friday,Weekday,Day,1,50,None
20241195,2024,9,Friday,Weekday,Day,1,80,None
20244043,2024,9,Friday,Weekday,Day,1,50,None
20241102,2024,9,Friday,Weekday,Day,1,60,None
20243194,2024,9,Friday,Weekday,Day,1,60,None
20243070,2024,9,Friday,Weekday,Day,1,100,None
20243165,2024,9,Friday,Weekend,Night,1,80,None
20241063,2024,9,Friday,Weekend,Night,1,70,None
20241132,2024,9,Friday,Weekend,Night,1,60,None
20241292,2024,9,Friday,Weekend,Night,1,60,None
20241189,2024,9,Friday,Weekend,Night,1,100,None
20241233,2024,9,Friday,Weekend,Night,4,110,None
20242115,2024,9,Monday,Weekday,Day,1,100,None
20242167,2024,9,Monday,Weekday,Day,1,60,None
20241016,2024,9,Monday,Weekday,Day,1,100,None
20243234,2024,9,Monday,Weekday,Day,1,60,None
20246025,2024,9,Monday,Weekday,Day,1,80,None
20241220,2024,9,Monday,Weekday,Day,1,80,None
20241034,2024,9,Monday,Weekday,Day,1,50,None
20242012,2024,9,Monday,Weekday,Day,1,50,None
20243009,2024,9,Saturday,Weekend,Night,2,60,None
20241269,2024,9,Saturday,Weekend,Day,1,50,None
20242093,2024,9,Saturday,Weekend,Day,1,50,None
20242176,2024,9,Saturday,Weekend,Day,1,100,None
20242255,2024,9,Saturday,Weekend,Day,1,100,None
20241066,2024,9,Saturday,Weekend,Day,1,90,None
20242175,2024,9,Saturday,Weekend,Day,1,100,None
20243207,2024,9,Saturday,Weekend,Night,1,60,None
20242029,2024,9,Saturday,Weekend,Night,1,60,None
20241246,2024,9,Saturday,Weekend,Night,1,80,None
20241078,2024,9,Saturday,Weekend,Night,1,70,None
20243064,2024,9,Sunday,Weekend,Night,1,100,None
20241013,2024,9,Sunday,Weekend,Night,2,100,None
20246019,2024,9,Sunday,Weekend,Night,1,80,None
20242257,2024,9,Sunday,Weekend,Day,1,50,None
20241138,2024,9,Sunday,Weekend,Day,1,50,None
20244014,2024,9,Sunday,Weekend,Day,1,40,None
20244069,2024,9,Sunday,Weekend,Day,1,60,None
20242053,2024,9,Sunday,Weekend,Day,1,100,None
20243111,2024,9,Sunday,Weekend,Day,1,100,None
20243067,2024,9,Sunday,Weekend,Night,1,100,None
20242186,2024,9,Sunday,Weekend,Night,1,80,None
20242250,2024,9,Sunday,Weekend,Night,1,60,None
20243167,2024,9,Thursday,Weekday,Night,1,70,None
20243106,2024,9,Thursday,Weekday,Night,1,70,None
20242098,2024,9,Thursday,Weekday,Night,1,60,None
20241179,2024,9,Thursday,Weekday,Day,1,80,None
20242070,2024,9,Thursday,Weekday,Day,1,80,None
20243261,2024,9,Thursday,Weekday,Day,1,100,None
20243227,2024,9,Thursday,Weekday,Day,1,100,None
20242243,2024,9,Thursday,Weekday,Day,1,50,None
20242102,2024,9,Thursday,Weekday,Day,1,60,None
20241109,2024,9,Thursday,Weekday,Night,1,100,None
20243187,2024,9,Tuesday,Weekday,Night,1,60,None
20241301,2024,9,Tuesday,Weekday,Day,1,80,None
20243135,2024,9,Tuesday,Weekday,Day,1,100,None
20241248,2024,9,Wednesday,Weekday,Day,1,60,None
20243268,2024,9,Wednesday,Weekday,Day,1,100,None
20242071,2024,9,Wednesday,Weekday,Day,1,60,None
20241020,2024,9,Wednesday,Weekday,Day,1,100,None
20241294,2024,9,Wednesday,Weekday,Day,1,60,None
20241304,2024,9,Wednesday,Weekday,Day,1,80,None
20242123,2024,9,Wednesday,Weekday,Night,1,60,None
20242144,2024,9,Wednesday,Weekday,Night,1,60,None
20241199,2024,9,Wednesday,Weekday,Night,2,80,None
20243066,2024,8,Friday,Weekday,Night,1,50,None
20243233,2024,8,Friday,Weekday,Night,1,100,None
20243203,2024,8,Friday,Weekday,Night,1,100,None
20242209,2024,8,Friday,Weekday,Day,1,100,None
20242056,2024,8,Friday,Weekday,Day,1,70,None
20242130,2024,8,Friday,Weekday,Day,1,100,None
20243109,2024,8,Friday,Weekday,Day,2,100,None
20243010,2024,8,Friday,Weekday,Day,1,100,None
20243181,2024,8,Friday,Weekday,Day,1,100,None
20246018,2024,8,Friday,Weekday,Day,1,80,None
20241071,2024,8,Friday,Weekday,Day,1,60,None
20241186,2024,8,Friday,Weekday,Day,1,70,None
20243078,2024,8,Friday,Weekend,Night,1,70,None
20241223,2024,8,Friday,Weekend,Night,1,50,None
20241221,2024,8,Friday,Weekend,Night,1,60,None
20241143,2024,8,Friday,Weekend,Night,1,100,None
20243242,2024,8,Friday,Weekend,Night,1,100,None
20242189,2024,8,Monday,Weekend,Night,1,50,None
20242170,2024,8,Monday,Weekend,Night,1,60,None
20243043,2024,8,Monday,Weekday,Day,1,80,None
20241140,2024,8,Monday,Weekday,Day,1,100,None
20244063,2024,8,Monday,Weekday,Day,1,110,None
20241131,2024,8,Monday,Weekday,Day,1,100,None
20242172,2024,8,Monday,Weekday,Day,1,60,None
20241111,2024,8,Monday,Weekday,Day,1,80,None
20242055,2024,8,Monday,Weekday,Day,1,60,None
20241017,2024,8,Monday,Weekday,Day,1,50,None
20244067,2024,8,Monday,Weekday,Night,1,40,None
20246024,2024,8,Saturday,Weekend,Night,1,100,None
20241254,2024,8,Saturday,Weekend,Night,2,80,None
20243011,2024,8,Saturday,Weekend,Day,1,80,None
20246011,2024,8,Saturday,Weekend,Day,1,80,None
20242177,2024,8,Saturday,Weekend,Day,1,80,None
20241127,2024,8,Saturday,Weekend,Day,1,50,None
20241210,2024,8,Saturday,Weekend,Day,1,100,None
20242132,2024,8,Saturday,Weekend,Night,2,100,None
20242184,2024,8,Saturday,Weekend,Night,1,80,None
20241253,2024,8,Saturday,Weekend,Night,1,100,None
20243024,2024,8,Saturday,Weekend,Night,1,80,None
20242224,2024,8,Saturday,Weekend,Night,1,60,None
20243031,2024,8,Sunday,Weekend,Night,1,50,None
20242069,2024,8,Sunday,Weekend,Night,1,60,None
20243156,2024,8,Sunday,Weekend,Night,1,60,None
20242251,2024,8,Sunday,Weekend,Day,1,60,None
20244034,2024,8,Sunday,Weekend,Day,1,80,None
20242090,2024,8,Sunday,Weekend,Day,1,100,None
20243231,2024,8,Sunday,Weekend,Day,3,100,None
20242194,2024,8,Sunday,Weekend,Day,1,100,None
20243142,2024,8,Thursday,Weekday,Day,1,100,None
20242043,2024,8,Thursday,Weekday,Day,1,50,None
20243124,2024,8,Thursday,Weekday,Day,1,100,None
20244007,2024,8,Thursday,Weekday,Day,1,80,None
20242060,2024,8,Thursday,Weekday,Day,1,60,None
20243104,2024,8,Thursday,Weekday,Day,1,60,None
20244041,2024,8,Thursday,Weekday,Night,1,110,None
20246026,2024,8,Thursday,Weekday,Night,1,70,None
20243021,2024,8,Tuesday,Weekday,Night,1,100,None
20242155,2024,8,Tuesday,Weekday,Day,1,100,None
20242032,2024,8,Tuesday,Weekday,Day,1,40,None
20241285,2024,8,Tuesday,Weekday,Day,1,70,None
20244066,2024,8,Tuesday,Weekday,Night,1,110,None
20242064,2024,8,Tuesday,Weekday,Night,1,60,None
20242164,2024,8,Tuesday,Weekday,Night,1,60,None
20244035,2024,8,Tuesday,Weekday,Night,1,100,None
20243018,2024,8,Wednesday,Weekday,Day,1,80,None
20242086,2024,8,Wednesday,Weekday,Day,1,80,None
20243217,2024,8,Wednesday,Weekday,Day,1,60,None
20243251,2024,8,Wednesday,Weekday,Night,1,100,None
20243058,2024,8,Wednesday,Weekday,Night,1,100,None
20244046,2024,8,Wednesday,Weekday,Night,1,100,None
20243085,2024,7,Friday,Weekday,Day,1,60,None
20244039,2024,7,Friday,Weekday,Day,1,100,None
20243240,2024,7,Friday,Weekday,Day,1,100,None
20246002,2024,7,Friday,Weekday,Day,2,100,None
20242099,2024,7,Friday,Weekday,Day,2,100,None
20243063,2024,7,Friday,Weekday,Day,1,60,None
20241176,2024,7,Friday,Weekday,Day,1,80,None
20247022,2024,7,Friday,Weekday,Day,1,130,None
20241086,2024,7,Friday,Weekday,Day,1,70,None
20241224,2024,7,Friday,Weekend,Night,1,80,None
20241265,2024,7,Monday,Weekday,Day,1,100,None
20241202,2024,7,Monday,Weekday,Day,1,50,None
20246023,2024,7,Monday,Weekday,Day,1,60,None
20241293,2024,7,Monday,Weekday,Day,1,110,None
20241299,2024,7,Monday,Weekday,Day,1,100,None
20244078,2024,7,Monday,Weekday,Day,1,50,None
20243164,2024,7,Monday,Weekday,Day,1,60,None
20242201,2024,7,Monday,Weekday,Day,1,100,None
20241307,2024,7,Monday,Weekday,Night,1,100,None
20242074,2024,7,Monday,Weekday,Night,2,100,None
20241243,2024,7,Monday,Weekday,Night,2,110,None
20247034,2024,7,Monday,Weekday,Night,1,60,None
20241260,2024,7,Saturday,Weekend,Night,1,70,None
20243004,2024,7,Saturday,Weekend,Night,1,80,None
20246014,2024,7,Saturday,Weekend,Day,2,80,None
20242024,2024,7,Saturday,Weekend,Day,1,60,None
20243169,2024,7,Saturday,Weekend,Day,1,70,None
20243081,2024,7,Saturday,Weekend,Day,2,100,None
20242169,2024,7,Saturday,Weekend,Day,1,100,None
20241110,2024,7,Saturday,Weekend,Day,1,50,None
20241082,2024,7,Saturday,Weekend,Night,1,60,None
20241159,2024,7,Sunday,Weekend,Night,1,100,None
20246022,2024,7,Sunday,Weekend,Night,1,50,None
20241229,2024,7,Sunday,Weekend,Day,1,80,None
20242026,2024,7,Sunday,Weekend,Day,1,60,None
20242268,2024,7,Sunday,Weekend,Day,1,80,None
20242238,2024,7,Sunday,Weekend,Day,1,50,None
20242122,2024,7,Sunday,Weekend,Day,1,60,None
20241046,2024,7,Sunday,Weekend,Day,3,100,None
20243192,2024,7,Sunday,Weekend,Day,1,100,None
20241032,2024,7,Sunday,Weekend,Day,2,80,None
20241031,2024,7,Sunday,Weekend,Day,1,80,None
20243254,2024,7,Sunday,Weekend,Day,1,60,None
20243133,2024,7,Sunday,Weekend,Day,1,100,None
20241203,2024,7,Sunday,Weekend,Night,1,100,None
20243118,2024,7,Thursday,Weekday,Night,1,60,None
20243173,2024,7,Thursday,Weekday,Night,1,80,None
20243199,2024,7,Thursday,Weekday,Day,1,40,None
20244003,2024,7,Thursday,Weekday,Day,1,60,None
20241298,2024,7,Thursday,Weekday,Day,1,50,None
20242112,2024,7,Thursday,Weekday,Day,2,100,None
20243092,2024,7,Thursday,Weekday,Day,1,100,None
20243042,2024,7,Thursday,Weekday,Day,1,60,None
20244005,2024,7,Thursday,Weekday,Day,1,100,None
20243178,2024,7,Thursday,Weekday,Day,1,60,None
20244050,2024,7,Thursday,Weekday,Day,1,50,None
20241208,2024,7,Thursday,Weekday,Night,1,100,None
20242259,2024,7,Tuesday,Weekday,Day,1,100,None
20242212,2024,7,Tuesday,Weekday,Day,1,50,None
20243019,2024,7,Tuesday,Weekday,Day,1,60,None
20241036,2024,7,Tuesday,Weekday,Day,1,90,None
20242226,2024,7,Tuesday,Weekday,Day,1,50,None
20247007,2024,7,Tuesday,Weekday,Day,1,110,None
20243074,2024,7,Tuesday,Weekday,Day,1,60,None
20241003,2024,7,Tuesday,Weekday,Day,1,100,None
20241277,2024,7,Tuesday,Weekday,Day,1,100,None
20241249,2024,7,Tuesday,Weekday,Day,1,50,None
20242020,2024,7,Tuesday,Weekday,Day,1,60,None
20242108,2024,7,Tuesday,Weekday,Night,1,60,None
20243120,2024,7,Tuesday,Weekday,Night,1,60,None
20242187,2024,7,Tuesday,Weekday,Night,1,100,None
20243116,2024,7,Tuesday,Weekday,Night,2,100,None
20242133,2024,7,Wednesday,Weekday,Night,1,60,None
20241092,2024,7,Wednesday,Weekday,Night,1,60,None
20242121,2024,7,Wednesday,Weekday,Day,1,60,None
20243214,2024,7,Wednesday,Weekday,Day,1,100,None
20241118,2024,7,Wednesday,Weekday,Day,1,100,None
20243157,2024,7,Wednesday,Weekday,Day,1,70,None
20241190,2024,7,Wednesday,Weekday,Day,1,80,None
20241097,2024,7,Wednesday,Weekday,Day,1,100,None
20242265,2024,7,Wednesday,Weekday,Day,2,100,None
20241250,2024,7,Wednesday,Weekday,Day,1,70,None
20242200,2024,7,Wednesday,Weekday,Day,1,100,None
20242234,2024,7,Wednesday,Weekday,Night,1,100,None
20242048,2024,7,Wednesday,Weekday,Night,1,70,None
20242003,2024,6,Friday,Weekday,Day,1,80,None
20243252,2024,6,Friday,Weekday,Day,2,80,None
20243061,2024,6,Friday,Weekday,Day,1,100,None
20242162,2024,6,Friday,Weekday,Day,1,80,None
20244071,2024,6,Friday,Weekday,Day,1,80,None
20241047,2024,6,Friday,Weekday,Day,1,50,None
20241205,2024,6,Friday,Weekday,Day,1,60,None
20241024,2024,6,Friday,Weekend,Night,1,60,None
20242096,2024,6,Friday,Weekend,Night,1,80,None
20242240,2024,6,Friday,Weekend,Night,1,60,None
20243139,2024,6,Friday,Weekend,Night,1,40,None
20243075,2024,6,Monday,Weekend,Night,1,70,None
20244051,2024,6,Monday,Weekday,Day,1,60,None
20241070,2024,6,Monday,Weekday,Day,1,100,None
20244079,2024,6,Monday,Weekday,Day,1,50,None
20243051,2024,6,Monday,Weekday,Day,3,100,None
20242237,2024,6,Monday,Weekday,Day,1,80,None
20243148,2024,6,Monday,Weekday,Day,1,100,None
20242157,2024,6,Monday,Weekday,Day,1,60,None
20244022,2024,6,Monday,Weekday,Day,1,80,None
20241142,2024,6,Monday,Weekday,Day,1,80,None
20241124,2024,6,Monday,Weekday,Day,1,100,None
20241010,2024,6,Monday,Weekday,Day,1,110,None
20241252,2024,6,Monday,Weekday,Night,1,80,None
20243155,2024,6,Monday,Weekday,Night,1,60,None
20243163,2024,6,Saturday,Weekend,Night,1,100,None
20243269,2024,6,Saturday,Weekend,Day,1,80,None
20243056,2024,6,Saturday,Weekend,Night,1,60,None
20243049,2024,6,Sunday,Weekend,Night,1,40,None
20243103,2024,6,Sunday,Weekend,Night,1,10,None
20242233,2024,6,Sunday,Weekend,Night,1,50,None
20243014,2024,6,Sunday,Weekend,Day,1,100,None
20241198,2024,6,Sunday,Weekend,Day,1,70,None
20242249,2024,6,Sunday,Weekend,Day,1,70,None
20243154,2024,6,Sunday,Weekend,Day,3,100,None
20241100,2024,6,Sunday,Weekend,Day,1,50,None
20241074,2024,6,Sunday,Weekend,Day,1,80,None
20243263,2024,6,Sunday,Weekend,Day,1,100,None
20242016,2024,6,Sunday,Weekend,Day,1,70,None
20244017,2024,6,Sunday,Weekend,Day,1,90,None
20244009,2024,6,Sunday,Weekend,Day,1,50,None
20242085,2024,6,Sunday,Weekend,Day,1,60,None
20244012,2024,6,Sunday,Weekend,Night,1,110,None
20243205,2024,6,Sunday,Weekend,Night,1,80,None
