crash_id,num_fatalities
20242231,1
20241018,1
20241105,1
20241282,1
20243204,1
20243224,1
20243179,1
20241192,1
20241026,1
20241067,1
20242001,1
20243013,1
20241191,2
20242031,1
20241117,2
20246020,1
20241012,1
20242263,1
20242038,1
20246005,1
20244030,1
20242061,1
20244036,1
20242134,1
20243060,1
20242002,2
20243057,1
20243166,1
20242203,1
20243196,1
20241214,1
20242083,1
20241272,1
20241104,1
20243182,1
20242180,1
20242126,1
20241023,2
20243065,1
20243083,1
20244070,1
20243048,1
20241280,1
20242118,2
20241193,1
20242150,1
20241239,1
20242111,1
20243255,1
20241033,1
20241288,1
20243012,1
20241164,1
20243250,1
20242076,1
20241099,1
20243052,1
20241015,1
20243219,1
20241184,1
20241284,1
20242218,1
20241008,1
20244075,1
20242147,1
20248010,1
20234108,1
20234099,1
20233145,1
20236026,1
20233259,1
20236028,1
20231088,3
20231189,1
20232156,1
20233100,1
20231103,1
20232192,2
20233056,1
20231091,1
20232211,1
20231104,1
20231155,1
20232098,1
20232128,1
20233085,1
20234027,1
20232061,1
20234033,1
20232044,1
20232250,1
20233231,1
20231020,1
20231115,1
20231038,2
20231108,1
20231281,1
20233078,1
20231261,1
20233258,2
20236009,1
20232237,1
20232188,1
20233165,1
20231098,1
20234029,1
20231102,2
20231198,1
20231129,1
20231231,1
20233120,1
20232196,1
20234053,2
20232240,1
20231095,1
20232119,1
20232243,1
20234042,1
20232067,1
20234079,1
20231023,1
20233221,1
20233081,1
20231076,1
20232045,1
20236006,1
20234061,1
20232201,1
20236025,1
20233189,1
20233111,1
20232097,1
20233036,1
20231250,1
20233228,1
20234084,1
20232009,1
20231145,1
20231056,1
20232115,1
20233012,1
20232018,1
20233200,1
20233110,1
20233154,1
20231223,3
20234067,1
20231182,1
20238004,1
20231173,1
20233155,1
20233161,1
20234020,1
20231052,1
20231296,1
20231143,1
20234021,1
20231302,1
20231285,1
20231178,1
20234031,1
20237013,1
20233136,1
20233051,1
20231229,2
20233176,1
20234068,1
20231044,1
20231190,1
20236012,1
20233205,1
20233074,1
20233050,1
20231045,2
20231205,1
20234025,2
20231119,1
20231272,1
20233139,1
20233043,1
20231256,1
20234018,1
20231278,1
20233008,1
20234063,1
20233069,1
20234017,1
20231029,1
20231111,1
20234034,1
20231160,1
20233224,1
20231139,1
20231303,1
20231283,1
20231141,1
20231206,1
20233017,1
20231175,1
20233073,1
20233114,1
20231064,1
20233032,1
20233063,1
20231271,1
20234094,1
20231152,1
20231068,1
20233020,1
20233134,1
20233198,2
20231252,1
20231227,1
20231292,1
20232065,1
20232171,1
20232063,1
20232074,1
20231288,1
20232170,1
20231133,1
20231249,1
20231171,1
20233196,1
20233245,1
20231025,1
20231244,1
20232118,1
20231128,1
20232048,1
20236004,1
20232204,1
20231251,1
20231263,1
20231078,1
20233251,1
20234077,1
20236003,1
20233246,1
20232248,1
20237008,1
20232026,1
20233170,1
20233210,2
20233076,1
20233131,1
20233133,1
20232124,1
20232136,1
20233183,1
20232022,1
20231168,1
20232217,1
20236016,1
20231220,1
20233195,1
20231301,1
20233167,1
20233021,1
20231106,1
20231149,1
20231226,1
20236022,1
20232084,1
20232172,1
20237023,2
20232154,1
20234026,1
20232103,1
20232163,1
20231163,1
20231262,2
20231059,1
20236011,1
20234095,3
20232205,1
20234059,1
20234066,1
20232223,1
20231010,1
20231274,1
20231188,1
20231062,1
20233191,1
20234087,1
20232150,1
20233144,1
20233208,1
20233212,1
20234032,1
20232125,1
20231234,1
20233121,1
20232081,1
20233098,1
20233070,1
20233040,1
20236027,1
20232239,1
20231245,1
20231097,1
20232152,1
20231022,2
20231117,2
20231164,1
20231019,1
20233175,1
20233015,1
20231043,1
20234057,1
20234105,1
20233214,1
20234035,1
20231067,1
20231085,1
20231026,1
20233263,1
20237021,1
20231214,1
20232181,1
20231086,1
20232076,1
20233053,1
20233250,1
20233118,1
20231011,1
20232135,1
20233035,1
20237006,2
20233058,1
20233264,1
20232005,1
20234005,1
20231012,1
20231158,1
20231248,1
20234006,1
20233204,1
20233027,1
20232146,1
20233162,1
20232182,1
20232042,1
20231165,1
20233143,1
20231297,1
20232023,1
20233153,1
20232094,1
20231074,1
20233059,1
20233014,1
20232051,2
20231195,1
20231005,1
20232252,1
20234109,1
20231136,1
20234052,1
20234056,1
20232033,1
20232116,1
20232189,1
20233169,2
20232245,1
20231255,1
20231057,1
20233229,1
20231238,1
20234062,1
20234048,1
20232214,1
20231150,2
20233093,1
20231109,1
20233247,1
20232224,1
20232069,1
20232004,1
20233066,1
20231101,1
20232190,1
20233001,1
20232025,1
20231289,1
20233045,1
20231036,1
20233223,1
20231264,1
20233249,1
20232256,1
20231035,1
20231159,1
20232215,1
20232031,1
20231242,2
20231046,1
20231087,1
20236007,1
20231070,1
20231201,1
20233234,1
20233209,1
20233094,1
20231200,1
20232257,1
20231146,1
20231028,1
20233029,1
20233254,1
20233241,1
20231089,1
20233180,1
20233193,1
20232225,1
20231027,1
20231180,1
20231156,1
20231092,1
20231162,1
20236017,1
20233117,1
20233119,1
20233123,1
20234036,1
20232153,1
20233152,1
20232138,1
20234011,1
20233105,1
20232258,1
20233232,1
20231204,1
20234071,1
20231259,1
20232210,4
20233181,1
20232087,1
20237005,1
20232131,2
20233135,1
20231153,1
20236005,1
20232068,1
20232007,1
20233102,1
20233005,1
20231291,1
20234038,1
20232057,1
20233252,2
20233213,1
20232143,1
20234012,1
20231207,1
20233013,1
20231221,1
20233211,1
20231210,1
20233108,1
20231090,1
20232127,1
20232017,1
20233016,1
20233004,3
20231053,1
20234010,1
20233163,1
20233237,1
20233097,1
20231007,1
20231135,1
20233222,1
20234082,1
20233095,1
20231034,1
20232186,1
20237001,1
20231008,1
20233006,1
20231040,1
20231075,1
20233140,1
20233185,1
20232034,1
20232133,1
20232173,1
20234080,1
20234106,1
20233019,1
20232232,1
20233038,1
20232199,1
20232231,1
20231071,1
20231113,1
20232157,1
20234091,1
20233201,1
20231042,1
20231225,1
20231147,1
20234004,1
20238003,1
20231073,1
20234015,1
20231280,1
20231047,1
20231083,1
20232247,1
20232145,1
20233109,1
20234045,1
20232222,1
20231294,1
20231039,1
20231127,1
20231184,1
20232216,1
20233087,1
20233022,1
20232020,1
20236014,1
20232006,1
20233142,1
20231268,1
20231183,1
20231258,1
20232147,1
20234016,1
20233132,1
20233018,1
20233206,1
20232050,1
20231100,1
20234085,1
20231037,1
20231218,1
20233233,1
20233238,1
20232218,1
20231177,1
20233002,1
20232202,1
20231051,1
20231126,1
20233160,1
20233103,1
20232187,1
20232255,1
20231009,1
20233146,1
20232126,1
20231018,1
20233262,1
20231021,1
20232242,1
20233128,1
20232107,1
20234001,1
20237009,1
20236019,1
20231300,1
20232086,1
20233024,1
20232002,1
20231138,1
20233125,1
20232251,1
20233067,1
20233190,1
20233240,1
20233030,1
20232030,1
20233166,1
20232056,1
20233044,1
20231211,1
20232121,1
20231187,1
20236031,1
20232114,1
20233088,1
20237012,1
20233150,1
20231033,1
20231082,1
20231167,1
20233126,1
20231174,1
20231286,1
20232166,1
20231170,1
20231193,1
20233039,1
20231185,1
20233075,1
20232235,1
20236029,1
20231253,1
20233089,1
20231157,10
20232108,1
20231194,1
20233090,1
20233104,1
20236034,1
20231118,1
20234107,1
20232158,1
20233079,1
20232079,1
20231219,1
20231140,1
20231080,1
20231116,1
20234013,1
20233007,1
20232038,1
20231079,1
20231151,1
20232035,1
20231243,1
20233065,1
20233203,1
20233148,1
20234089,1
20233172,1
20231260,1
20233256,1
20234102,2
20231236,1
20233186,1
20231228,1
20232209,1
20234044,1
20233072,1
20231122,1
20233179,1
20233192,1
20232052,1
20234078,1
20232260,1
20233112,1
20233083,1
20233197,1
20232080,1
20231084,1
20233199,1
20234022,1
20233113,1
20231273,1
20236032,1
20233137,1
20232085,2
20231266,1
20233151,1
20233116,2
20231295,1
20233127,1
20231024,1
20231279,1
20233011,1
20234086,1
20234058,1
20231061,1
20231016,1
20236010,1
20233130,1
20236024,1
20234055,1
20233173,1
20233071,1
20231241,1
20233054,1
20231048,1
20232180,1
20231284,1
20231222,1
20233235,1
20233243,1
20232102,1
20233062,1
20233242,1
20234051,1
20233034,1
20231247,2
20231072,1
20231125,1
20231032,4
20236008,1
20231293,1
20231065,1
20234002,1
20231063,1
20233226,1
20234088,1
20233106,1
20231191,1
20233215,1
20231137,1
20232208,1
20231176,1
20231217,1
20232207,1
20231298,1
20232043,1
20232238,1
20233026,1
20237007,1
20231142,1
20231290,1
20231154,1
20231002,1
20231015,1
20233033,1
20234101,1
20233046,1
20236018,1
20231004,1
20231066,1
20232129,2
20232228,1
20233107,1
20233141,3
20234070,1
20231124,1
20233009,1
20233091,1
20231081,1
20231131,1
20233086,1
20232032,5
20231203,1
20231148,1
20233248,1
20231050,1
20232159,1
20232029,1
20233230,1
20234104,1
20231192,1
20234098,1
20231132,4
20233042,1
20231224,1
20231003,1
20233064,1
20231254,1
20233060,1
20233061,1
20233115,1
20233260,1
20233227,1
20231230,1
20236020,1
20234019,1
20234096,1
20231232,1
20234064,1
20232117,1
20231054,1
20233049,1
20234093,1
20231287,1
20231299,1
20233244,1
20231179,1
20231267,1
20231265,1
20233084,1
20231269,3
20233025,1
20234037,2
20234030,1
20231144,1
20233207,1
20234060,1
20233099,1
20232014,1
20231216,1
20234069,1
20231172,1
20233177,1
20232064,2
20231120,1
20231030,1
20233257,1
20233057,1
20233178,1
20231233,3
20234008,1
20232175,1
20232197,1
20231186,1
20232212,1
20231235,1
20233219,1
20232151,1
20233010,1
20231058,1
20236015,1
20232070,1
20234054,1
20237002,1
20232206,2
20234090,1
20231049,1
20232220,1
20231134,1
20234041,1
20233217,1
20231239,1
20231202,1
20234009,1
20233194,1
20233187,1
20231105,1
20232134,1
20231077,1
20231031,1
20234065,1
20232091,1
20236023,1
20234024,2
20232010,1
20233077,1
20231094,1
20231055,1
20231270,1
20231246,1
20231275,1
20237020,1
20234100,1
20234073,1
20233220,1
20236002,1
20231110,1
20233028,1
20234074,1
20233168,1
20234047,1
20233171,1
20233055,1
20232109,1
20234049,1
20231114,1
20231093,1
20234050,1
20231130,2
20233261,1
20233218,1
20231257,1
20233159,1
20231112,1
20233096,1
20231121,1
20232011,1
20231237,1
20231096,1
20233202,1
20231017,2
20232229,1
20233216,1
20231169,1
20231181,1
20231215,1
20231199,1
20236030,1
20234092,1
20231212,1
20234040,1
20231208,1
20231069,1
20232149,1
20233082,1
20232140,1
20232167,1
20232075,1
20234028,1
20231276,1
20234072,1
20234075,1
20232053,1
20233037,1
20233048,1
20234014,1
20232055,1
20232148,1
20232060,2
20232162,1
20232100,1
20232233,1
20236033,1
20232105,1
20232013,1
20233225,1
20232221,1
20233147,1
20234076,1
20232176,1
20231006,1
20233023,1
20233182,1
20232132,1
20232160,1
20232036,1
20233041,1
20232179,1
20232041,2
20232253,1
20233080,1
20231197,1
20233124,1
20233236,1
20231213,1
20234081,1
20231041,1
20233101,1
20232155,1
20231282,1
20234103,1
20234097,1
20232003,1
20231196,1
20232078,1
20233149,2
20232164,1
20231001,1
20231060,1
20233188,1
20233129,1
20232161,1
20233003,1
20231166,1
20232234,1
20236001,1
20231277,1
20234039,1
20233047,1
20234043,1
20231014,1
20233031,1
20233164,1
20234003,1
20237004,1
20234023,1
20232039,1
20232092,1
20233239,1
20233158,1
20232008,1
20232139,1
20231013,1
20231123,2
20232019,1
20236021,1
20238002,1
20232122,2
20232111,1
20234007,1
20231240,1
20231099,2
20231161,1
20232259,1
20233174,3
20232101,1
20232120,1
20236013,1
20233253,1
20231209,1
20231107,1
20234083,2
20234046,1
20233092,1
20232082,1
20232177,4
20233255,1
20232142,1
20221099,1
20221136,1
20221056,1
20221035,1
20221187,1
20221203,1
20223053,3
20221170,1
20221220,1
20221184,1
20224015,1
20221079,1
20221252,2
20224050,1
20223141,1
20223045,2
20221135,1
20223271,2
20223108,1
20221109,1
20223173,1
20223123,1
20226027,1
20223253,1
20223174,1
20224019,1
20223023,1
20227028,1
20221166,1
20223107,1
20223239,1
20223148,1
20221143,1
20221248,1
20221194,1
20223046,1
20223093,1
20221112,1
20223058,1
20221012,1
20221015,1
20223201,1
20221202,1
20221061,1
20224062,3
20221047,1
20221009,1
20223090,1
20221150,1
20223163,2
20223199,1
20221082,1
20223181,1
20224055,1
20223206,1
20224032,1
20222052,1
20221262,1
20222106,1
20226038,1
20223272,1
20222098,1
20224002,1
20221087,1
20222108,1
20223062,1
20224013,1
20222182,1
20223051,1
20221233,1
20221105,1
20226040,1
20221078,1
20223219,1
20222012,1
20223091,1
20222013,1
20222016,1
20223074,1
20223071,2
20221013,1
20221086,1
20223099,1
20223158,1
20221189,1
20223078,1
20226034,1
20221103,1
20222004,1
20224054,1
20223150,1
20221181,1
20221215,1
20223113,1
20223018,1
20223223,1
20221040,1
20222023,1
20221042,1
20223010,1
20223012,1
20222220,1
20221031,1
20222015,1
20223028,1
20222196,1
20221081,1
20221188,1
20221173,1
20221131,1
20222159,1
20223052,2
20223138,1
20222031,1
20223064,1
20222121,1
20227002,1
20223198,1
20223101,2
20221110,1
20222177,1
20221116,1
20226041,1
20221161,1
20224037,1
20222036,1
20221011,1
20223065,1
20221205,1
20224025,1
20223029,1
20223220,1
20222051,1
20221074,1
20223131,1
20222157,1
20226044,2
20227017,1
20223248,1
20223044,1
20227040,1
20222163,1
20222217,1
20223024,1
20221175,1
20222207,1
20224012,1
20221052,1
20222178,1
20221191,1
20221051,2
20223050,1
20221234,1
20222068,1
20226023,1
20221002,1
20222126,1
20222102,1
20221176,1
20226011,1
20221037,1
20222139,1
20228002,1
20222211,1
20221077,1
20223059,1
20223129,1
20228009,2
20223252,1
20224044,1
20222032,1
20223146,1
20221102,1
20228007,3
20221245,1
20221240,1
20223055,1
20223258,1
20223164,1
20221199,1
20221016,1
20222205,1
20222103,1
20223152,1
20224065,1
20221080,1
20221008,1
20222142,1
20222019,1
20223246,1
20223135,1
20222180,1
20221017,1
20223166,1
20222111,1
20222135,1
20221152,1
20223162,1
20221225,1
20226005,1
20223208,1
20221230,1
20226007,1
20223005,1
20223003,1
20221132,1
20221094,2
20222021,1
20223209,1
20221195,1
20221026,1
20221192,1
20222073,1
20221163,1
20223016,1
20222204,1
20224007,1
20223249,1
20226006,1
20221126,1
20221107,1
20223226,1
20223002,1
20222191,1
20221097,1
20223214,1
20222040,1
20223075,1
20223073,1
20221210,2
20222037,1
20224061,1
20222184,1
20223139,1
20221180,1
20224041,1
20222190,1
20222101,1
20227025,1
20221067,1
20223034,1
20222006,1
20221190,1
20222104,1
20221106,1
20223068,1
20221250,1
20221141,1
20226026,1
20221162,1
20222120,1
20223217,1
20222014,1
20222109,1
20222166,1
20222131,1
20223154,1
20222225,1
20221174,1
20224036,1
20223031,1
20223221,1
20221140,1
20222169,1
20221237,1
20221060,1
20222090,1
20222176,1
20222214,1
20221243,1
20222208,1
20223118,1
20222172,1
20221127,1
20222183,1
20223153,1
20221244,5
20221133,1
20224026,1
20222199,1
20224038,1
20224051,1
20223228,1
20221025,1
20223025,1
20223147,1
20223039,1
20222192,1
20222215,1
20223061,1
20223170,2
20221054,1
20221096,1
20221235,1
20222047,1
20221010,1
20222195,2
20223117,1
20222233,1
20223121,1
20222119,1
20228003,1
20227018,2
20221217,1
20221089,1
20226042,1
20223042,1
20227038,1
20223114,1
20224053,1
20222231,1
20223264,1
20226016,3
20222164,1
20221118,1
20223086,1
20224043,1
20223265,1
20223180,1
20221168,1
20223100,1
20221239,1
20221092,1
20223202,1
20222005,1
20224008,1
20223241,1
20227009,1
20222071,1
20227031,1
20223097,1
20224056,1
20221232,1
20222224,1
20224057,1
20221256,1
20223238,1
20222003,1
20227037,1
20227012,1
20223256,1
20222140,1
20221055,1
20222152,1
20221098,1
20223076,1
20222044,1
20222216,1
20223171,1
20223015,1
20223191,1
20223115,1
20223004,1
20222232,1
20223218,1
20222197,1
20221255,1
20222029,1
20223125,1
20223222,1
20223203,1
20223111,1
20221212,1
20224066,1
20222223,1
20226015,1
20223008,1
20222181,1
20227001,2
20224058,1
20222028,1
20222010,1
20227023,1
20222151,1
20221249,1
20224033,1
20223098,1
20223188,1
20222105,1
20221149,1
20222024,1
20221197,1
20224060,1
20223186,1
20222154,1
20221073,1
20226019,1
20222236,1
20221153,1
20222089,1
20222067,1
20223102,1
20223032,1
20223037,1
20223177,1
20221071,1
20223143,1
20227016,1
20221151,1
20223234,1
20222221,1
20222133,1
20221006,1
20223038,1
20223095,1
20223254,1
20226004,1
20223085,1
20222008,1
20224040,1
20222143,1
20222123,1
20222132,1
20223120,1
20223103,1
20221129,1
20222064,1
20222054,1
20221120,1
20222011,1
20221213,1
20226003,1
20223157,1
20222033,1
20221070,1
20223082,1
20223105,1
20222091,1
20221122,1
20221219,1
20227022,1
20222141,1
20222187,1
20226030,1
20223247,1
20223259,1
20223204,1
20221053,1
20222124,1
20227021,1
20223178,1
20223026,1
20222112,1
20224067,1
20223080,1
20227013,1
20221209,1
20221123,1
20221043,1
20222156,1
20221258,1
20223013,1
20228008,1
20222209,1
20222059,1
20224068,1
20224024,1
20221257,1
20221058,1
20223049,1
20227029,1
20222149,1
20222094,1
20222035,1
20222226,1
20223172,1
20222128,1
20222218,1
20222060,1
20223011,1
20223014,1
20221177,1
20221004,1
20223033,1
20221059,1
20223216,1
20224020,1
20222001,1
20222018,1
20223193,1
20222077,1
20223156,1
20221039,1
20221003,1
20223262,1
20226037,2
20227014,1
20224035,1
20222229,1
20223063,2
20221030,2
20222092,1
20223212,1
20221085,3
20223179,1
20223242,1
20223136,1
20227039,1
20222115,1
20221091,1
20226043,1
20223087,1
20223048,1
20223155,2
20228013,1
20223057,1
20226002,1
20223119,1
20222158,1
20222043,1
20221171,1
20226021,1
20221155,1
20222055,1
