user_id,crash_id,age,gender,role,age_group,deceased
1,20241115,74,Male,Driver,65_to_74,True
2,20241125,19,Female,Driver,17_to_25,True
3,20246013,33,Female,Driver,26_to_39,True
4,20241002,32,Female,Driver,26_to_39,True
5,20243185,61,Female,Passenger,40_to_64,True
6,20244016,47,Male,Motorcycle rider,40_to_64,True
7,20243168,29,Female,Passenger,26_to_39,True
8,20246003,19,Male,Motorcycle rider,17_to_25,True
9,20246001,55,Female,Driver,40_to_64,True
10,20244081,45,Female,Driver,40_to_64,True
11,20241087,50,Male,Pedestrian,40_to_64,True
12,20241054,45,Male,Driver,40_to_64,True
13,20244042,61,Male,Driver,40_to_64,True
14,20243246,74,Male,Pedestrian,65_to_74,True
15,20241101,25,Male,Driver,17_to_25,True
16,20241216,4,Male,Pedestrian,0_to_16,True
17,20241300,27,Male,Driver,26_to_39,True
18,20243007,66,Male,Driver,65_to_74,True
19,20241278,27,Male,Driver,26_to_39,True
20,20241149,65,Female,Pedestrian,65_to_74,True
21,20241068,32,Male,Driver,26_to_39,True
22,20243273,25,Male,Driver,17_to_25,True
23,20244020,69,Male,Motorcycle rider,65_to_74,True
24,20244055,59,Female,Driver,40_to_64,True
25,20244055,68,Female,Passenger,65_to_74,True
26,20241094,69,Male,Motorcycle rider,65_to_74,True
27,20243160,68,Female,Passenger,65_to_74,True
28,20243160,76,Male,Driver,75_or_older,True
29,20243209,35,Male,Motorcycle rider,26_to_39,True
30,20244001,55,Male,Motorcycle rider,40_to_64,True
31,20243243,63,Male,Motorcycle rider,40_to_64,True
32,20246016,66,Female,Passenger,65_to_74,True
33,20241119,61,Male,Pedal cyclist,40_to_64,True
34,20241119,30,Female,Driver,26_to_39,True
35,20241169,34,Male,Driver,26_to_39,True
36,20241291,26,Male,Driver,26_to_39,True
37,20243036,46,Male,Motorcycle rider,40_to_64,True
38,20244026,50,Female,Pedestrian,40_to_64,True
39,20241077,85,Female,Pedestrian,75_or_older,True
40,20241028,92,Female,Driver,75_or_older,True
41,20241022,76,Male,Driver,75_or_older,True
42,20243015,60,Male,Motorcycle rider,40_to_64,True
43,20244023,74,Female,Driver,65_to_74,True
44,20241098,26,Male,Motorcycle rider,26_to_39,True
45,20243114,60,Female,Driver,40_to_64,True
46,20243114,59,Female,Passenger,40_to_64,True
47,20241040,45,Male,Motorcycle rider,40_to_64,True
48,20241174,90,Female,Driver,75_or_older,True
49,20241088,32,Male,Driver,26_to_39,True
50,20241255,49,Male,Driver,40_to_64,True
51,20241053,21,Male,Driver,17_to_25,True
52,20241053,21,Male,Passenger,17_to_25,True
53,20243046,16,Male,Driver,0_to_16,True
54,20243046,22,Female,Passenger,17_to_25,True
55,20241080,21,Female,Driver,17_to_25,True
56,20243044,23,Male,Passenger,17_to_25,True
57,20241274,80,Female,Passenger,75_or_older,True
58,20243176,23,Male,Passenger,17_to_25,True
59,20241181,64,Female,Pedestrian,40_to_64,True
60,20243110,17,Female,Driver,17_to_25,True
61,20244044,71,Male,Motorcycle rider,65_to_74,True
62,20243147,66,Male,Driver,65_to_74,True
63,20244019,60,Male,Motorcycle rider,40_to_64,True
64,20241194,54,Male,Driver,40_to_64,True
65,20241139,18,Male,Motorcycle rider,17_to_25,True
66,20241197,24,Male,Driver,17_to_25,True
67,20243220,27,Male,Pedestrian,26_to_39,True
68,20243267,38,Male,Driver,26_to_39,True
69,20241057,97,Female,Passenger,75_or_older,True
70,20243174,83,Male,Driver,75_or_older,True
71,20241166,49,Male,Driver,40_to_64,True
72,20243213,36,Male,Driver,26_to_39,True
73,20241096,70,Male,Driver,65_to_74,True
74,20242089,29,Female,Driver,26_to_39,True
75,20243073,26,Male,Motorcycle rider,26_to_39,True
76,20241027,43,Male,Driver,40_to_64,True
77,20241163,61,Male,Motorcycle rider,40_to_64,True
78,20243143,52,Male,Driver,40_to_64,True
79,20241222,22,Male,Motorcycle rider,17_to_25,True
80,20241218,53,Male,Driver,40_to_64,True
81,20243249,44,Male,Motorcycle rider,40_to_64,True
82,20243098,57,Female,Passenger,40_to_64,True
83,20241306,18,Male,Driver,17_to_25,True
84,20243037,18,Male,Passenger,17_to_25,True
85,20244083,53,Male,Driver,40_to_64,True
86,20241196,25,Male,Motorcycle rider,17_to_25,True
87,20244028,44,Female,Passenger,40_to_64,True
88,20244028,64,Female,Passenger,40_to_64,True
89,20243038,17,Male,Driver,17_to_25,True
90,20242023,43,Female,Pedestrian,40_to_64,True
91,20242230,83,Female,Driver,75_or_older,True
92,20242127,71,Male,Pedal cyclist,65_to_74,True
93,20242120,69,Male,Motorcycle rider,65_to_74,True
94,20241106,87,Male,Passenger,75_or_older,True
95,20241230,58,Female,Pedestrian,40_to_64,True
96,20241055,45,Male,Driver,40_to_64,True
97,20241267,43,Male,Motorcycle rider,40_to_64,True
98,20242260,38,Male,Driver,26_to_39,True
99,20242057,15,Male,Driver,0_to_16,True
100,20243153,27,Male,Driver,26_to_39,True
101,20242161,63,Male,Pedestrian,40_to_64,True
102,20241236,38,Male,Motorcycle rider,26_to_39,True
103,20243172,36,Male,Pedal cyclist,26_to_39,True
104,20241188,47,Male,Motorcycle rider,40_to_64,True
105,20243191,78,Female,Driver,75_or_older,True
106,20243191,19,Female,Driver,17_to_25,True
107,20241256,76,Female,Driver,75_or_older,True
108,20241256,23,Male,Passenger,17_to_25,True
109,20242019,78,Female,Driver,75_or_older,True
110,20243008,25,Male,Passenger,17_to_25,True
111,20243001,29,Male,Pedestrian,26_to_39,True
112,20243041,37,Male,Driver,26_to_39,True
113,20244021,71,Female,Pedestrian,65_to_74,True
114,20243113,18,Male,Driver,17_to_25,True
115,20241107,42,Female,Driver,40_to_64,True
116,20243022,15,Female,Driver,0_to_16,True
117,20248002,26,Male,Driver,26_to_39,True
118,20242088,21,Male,Driver,17_to_25,True
119,20241173,60,Female,Passenger,40_to_64,True
120,20241173,57,Male,Driver,40_to_64,True
121,20241004,30,Male,Driver,26_to_39,True
122,20246004,36,Male,Driver,26_to_39,True
123,20241201,48,Female,Pedestrian,40_to_64,True
124,20241029,60,Female,Motorcycle rider,40_to_64,True
125,20243005,68,Male,Motorcycle rider,65_to_74,True
126,20241261,66,Male,Motorcycle rider,65_to_74,True
127,20244024,65,Male,Pedal cyclist,65_to_74,True
128,20241215,19,Male,Passenger,17_to_25,True
129,20243186,20,Male,Driver,17_to_25,True
130,20243208,35,Male,Pedestrian,26_to_39,True
131,20241134,28,Male,Pedestrian,26_to_39,True
132,20243040,45,Male,Driver,40_to_64,True
133,20243040,30,Male,Passenger,26_to_39,True
134,20241263,70,Male,Driver,65_to_74,True
135,20241302,31,Female,Pedestrian,26_to_39,True
136,20241147,62,Male,Driver,40_to_64,True
137,20243248,69,Female,Driver,65_to_74,True
138,20243096,83,Female,Pedestrian,75_or_older,True
139,20241150,51,Female,Driver,40_to_64,True
140,20241247,37,Male,Driver,26_to_39,True
141,20241234,66,Male,Passenger,65_to_74,True
142,20242110,76,Male,Driver,75_or_older,True
143,20242052,55,Male,Motorcycle rider,40_to_64,True
144,20243247,31,Male,Driver,26_to_39,True
145,20243144,60,Male,Driver,40_to_64,True
146,20241235,56,Male,Driver,40_to_64,True
147,20243087,55,Female,Driver,40_to_64,True
148,20243087,82,Male,Passenger,75_or_older,True
149,20244061,43,Male,Pedal cyclist,40_to_64,True
150,20241009,66,Male,Driver,65_to_74,True
151,20241072,21,Female,Pedestrian,17_to_25,True
152,20243129,56,Male,Driver,40_to_64,True
153,20242219,29,Male,Driver,26_to_39,True
154,20241219,75,Female,Driver,75_or_older,True
155,20244010,53,Male,Driver,40_to_64,True
156,20244040,32,Male,Motorcycle rider,26_to_39,True
157,20243171,31,Female,Driver,26_to_39,True
158,20242075,42,Male,Driver,40_to_64,True
159,20243079,40,Female,Driver,40_to_64,True
160,20241045,56,Male,Driver,40_to_64,True
161,20243017,40,Female,Passenger,40_to_64,True
162,20243017,13,Male,Passenger,0_to_16,True
163,20241160,64,Male,Motorcycle rider,40_to_64,True
164,20241081,24,Female,Driver,17_to_25,True
165,20241135,27,Male,Driver,26_to_39,True
166,20241209,37,Male,Passenger,26_to_39,True
167,20242140,81,Male,Pedestrian,75_or_older,True
168,20242140,80,Female,Pedestrian,75_or_older,True
169,20242142,21,Female,Driver,17_to_25,True
170,20243107,39,Male,Motorcycle rider,26_to_39,True
171,20243020,27,Male,Pedestrian,26_to_39,True
172,20241151,54,Male,Motorcycle rider,40_to_64,True
173,20243158,17,Female,Driver,17_to_25,True
174,20241286,76,Female,Passenger,75_or_older,True
175,20243102,19,Male,Motorcycle rider,17_to_25,True
176,20241303,55,Female,Motorcycle rider,40_to_64,True
177,20246029,44,Female,Driver,40_to_64,True
178,20248005,28,Male,Motorcycle rider,26_to_39,True
179,20244018,91,Male,Pedestrian,75_or_older,True
180,20241060,45,Male,Driver,40_to_64,True
181,20241060,11,Female,Passenger,0_to_16,True
182,20242022,53,Female,Driver,40_to_64,True
183,20241037,63,Male,Driver,40_to_64,True
184,20241257,62,Male,Driver,40_to_64,True
185,20241128,43,Male,Driver,40_to_64,True
186,20243089,73,Male,Driver,65_to_74,True
187,20242181,24,Male,Driver,17_to_25,True
188,20243082,46,Male,Motorcycle rider,40_to_64,True
189,20243150,48,Female,Driver,40_to_64,True
190,20243170,69,Male,Pedestrian,65_to_74,True
191,20243239,30,Male,Driver,26_to_39,True
192,20242040,37,Male,Driver,26_to_39,True
193,20243084,51,Male,Motorcycle rider,40_to_64,True
194,20241030,46,Male,Driver,40_to_64,True
195,20243127,73,Male,Motorcycle rider,65_to_74,True
196,20243003,78,Female,Passenger,75_or_older,True
197,20243266,73,Male,Driver,65_to_74,True
198,20241042,74,Female,Passenger,65_to_74,True
199,20243121,20,Male,Motorcycle rider,17_to_25,True
200,20241175,18,Male,Driver,17_to_25,True
201,20243072,27,Male,Motorcycle rider,26_to_39,True
202,20244057,27,Male,Driver,26_to_39,True
203,20241091,14,Male,Passenger,0_to_16,True
204,20243201,37,Male,Driver,26_to_39,True
205,20242135,53,Female,Driver,40_to_64,True
206,20243225,41,Male,Motorcycle rider,40_to_64,True
207,20241167,27,Male,Motorcycle rider,26_to_39,True
208,20244060,48,Male,Motorcycle rider,40_to_64,True
209,20241268,34,Female,Motorcycle rider,26_to_39,True
210,20244013,22,Male,Motorcycle rider,17_to_25,True
211,20243235,58,Male,Passenger,40_to_64,True
212,20243235,68,Female,Passenger,65_to_74,True
213,20244059,5,Male,Passenger,0_to_16,True
214,20244059,15,Female,Passenger,0_to_16,True
215,20241266,37,Male,Motorcycle rider,26_to_39,True
216,20243131,56,Male,Driver,40_to_64,True
217,20242080,20,Male,Driver,17_to_25,True
218,20241287,21,Male,Driver,17_to_25,True
219,20241152,30,Male,Driver,26_to_39,True
220,20243161,35,Male,Driver,26_to_39,True
221,20242042,2,Female,Pedestrian,0_to_16,True
222,20243210,59,Female,Motorcycle rider,40_to_64,True
223,20244025,76,Male,Motorcycle rider,75_or_older,True
224,20243088,76,Male,Pedestrian,75_or_older,True
225,20241211,51,Male,Driver,40_to_64,True
226,20241211,44,Male,Driver,40_to_64,True
227,20242007,34,Male,Driver,26_to_39,True
228,20241204,77,Male,Driver,75_or_older,True
229,20244062,19,Male,Motorcycle rider,17_to_25,True
230,20241137,65,Male,Motorcycle rider,65_to_74,True
231,20243117,21,Male,Motorcycle rider,17_to_25,True
232,20242081,27,Male,Motorcycle rider,26_to_39,True
233,20243206,21,Male,Motorcycle rider,17_to_25,True
234,20248003,33,Female,Motorcycle rider,26_to_39,True
235,20244032,19,Female,Driver,17_to_25,True
236,20241153,49,Male,Driver,40_to_64,True
237,20242138,34,Male,Driver,26_to_39,True
238,20243198,61,Male,Driver,40_to_64,True
239,20242107,11,Male,Pedestrian,0_to_16,True
240,20243080,39,Female,Pedestrian,26_to_39,True
241,20242204,30,Male,Motorcycle rider,26_to_39,True
242,20242139,49,Male,Driver,40_to_64,True
243,20241103,41,Male,Driver,40_to_64,True
244,20242129,31,Female,Driver,26_to_39,True
245,20244027,76,Female,Driver,75_or_older,True
246,20243006,78,Male,Pedestrian,75_or_older,True
247,20243108,20,Male,Motorcycle rider,17_to_25,True
248,20243212,9,Male,Pedal cyclist,0_to_16,True
249,20241237,15,Male,Motorcycle rider,0_to_16,True
250,20241052,37,Male,Pedestrian,26_to_39,True
251,20241308,30,Male,Driver,26_to_39,True
252,20246027,52,Male,Pedestrian,40_to_64,True
253,20244072,1,Female,Pedestrian,0_to_16,True
254,20241195,52,Female,Driver,40_to_64,True
255,20244043,93,Female,Driver,75_or_older,True
256,20241102,87,Male,Driver,75_or_older,True
257,20243194,37,Male,Motorcycle rider,26_to_39,True
258,20243070,31,Male,Motorcycle rider,26_to_39,True
259,20243165,34,Male,Motorcycle rider,26_to_39,True
260,20241063,53,Male,Driver,40_to_64,True
261,20241132,23,Male,Motorcycle rider,17_to_25,True
262,20241292,27,Female,Driver,26_to_39,True
263,20241189,65,Female,Driver,65_to_74,True
264,20241233,19,Male,Passenger,17_to_25,True
265,20241233,57,Female,Passenger,40_to_64,True
266,20241233,18,Male,Passenger,17_to_25,True
267,20241233,57,Male,Driver,40_to_64,True
268,20242115,72,Male,Driver,65_to_74,True
269,20242167,81,Male,Driver,75_or_older,True
270,20241016,83,Female,Driver,75_or_older,True
271,20243234,60,Male,Driver,40_to_64,True
272,20246025,66,Male,Driver,65_to_74,True
273,20241220,44,Female,Driver,40_to_64,True
274,20241034,21,Male,Motorcycle rider,17_to_25,True
275,20242012,79,Female,Pedestrian,75_or_older,True
276,20243009,17,Male,Driver,17_to_25,True
277,20243009,32,Male,Motorcycle rider,26_to_39,True
278,20241269,53,Male,Driver,40_to_64,True
279,20242093,74,Male,Driver,65_to_74,True
280,20242176,22,Male,Motorcycle rider,17_to_25,True
281,20242255,22,Male,Motorcycle rider,17_to_25,True
282,20241066,58,Male,Driver,40_to_64,True
283,20242175,23,Male,Motorcycle rider,17_to_25,True
284,20243207,74,Female,Pedestrian,65_to_74,True
285,20242029,32,Male,Pedestrian,26_to_39,True
286,20241246,41,Male,Driver,40_to_64,True
287,20241078,17,Male,Driver,17_to_25,True
288,20243064,53,Male,Pedestrian,40_to_64,True
289,20241013,22,Female,Passenger,17_to_25,True
290,20241013,22,Male,Passenger,17_to_25,True
291,20246019,51,Male,Driver,40_to_64,True
292,20242257,84,Male,Passenger,75_or_older,True
293,20241138,50,Male,Motorcycle rider,40_to_64,True
294,20244014,65,Male,Driver,65_to_74,True
295,20244069,59,Female,Passenger,40_to_64,True
296,20242053,25,Male,Driver,17_to_25,True
297,20243111,22,Female,Driver,17_to_25,True
298,20243067,56,Male,Driver,40_to_64,True
299,20242186,48,Male,Driver,40_to_64,True
300,20242250,21,Male,Motorcycle rider,17_to_25,True
301,20243167,38,Male,Motorcycle rider,26_to_39,True
302,20243106,35,Female,Pedestrian,26_to_39,True
303,20242098,37,Male,Motorcycle rider,26_to_39,True
304,20241179,60,Male,Motorcycle rider,40_to_64,True
305,20242070,56,Female,Driver,40_to_64,True
306,20243261,63,Male,Motorcycle rider,40_to_64,True
307,20243227,20,Male,Driver,17_to_25,True
308,20242243,81,Male,Pedal cyclist,75_or_older,True
309,20242102,80,Female,Driver,75_or_older,True
310,20241109,18,Male,Driver,17_to_25,True
311,20243187,36,Male,Pedestrian,26_to_39,True
312,20241301,57,Male,Motorcycle rider,40_to_64,True
313,20243135,28,Male,Driver,26_to_39,True
314,20241248,96,Male,Driver,75_or_older,True
315,20243268,63,Male,Driver,40_to_64,True
316,20242071,38,Male,Motorcycle rider,26_to_39,True
317,20241020,58,Male,Motorcycle rider,40_to_64,True
318,20241294,15,Female,Pedestrian,0_to_16,True
319,20241304,62,Male,Driver,40_to_64,True
320,20242123,62,Male,Pedestrian,40_to_64,True
321,20242144,39,Male,Pedestrian,26_to_39,True
322,20241199,23,Male,Driver,17_to_25,True
323,20241199,26,Female,Passenger,26_to_39,True
324,20243066,25,Male,Passenger,17_to_25,True
325,20243233,21,Male,Driver,17_to_25,True
326,20243203,50,Male,Driver,40_to_64,True
327,20242209,40,Male,Driver,40_to_64,True
328,20242056,57,Male,Pedestrian,40_to_64,True
329,20242130,44,Male,Motorcycle rider,40_to_64,True
330,20243109,64,Male,Driver,40_to_64,True
331,20243109,60,Female,Passenger,40_to_64,True
332,20243010,68,Male,Driver,65_to_74,True
333,20243181,23,Male,Motorcycle rider,17_to_25,True
334,20246018,54,Female,Driver,40_to_64,True
335,20241071,63,Female,Pedestrian,40_to_64,True
336,20241186,13,Male,Pedestrian,0_to_16,True
337,20243078,29,Male,Motorcycle rider,26_to_39,True
338,20241223,56,Male,Pedestrian,40_to_64,True
339,20241221,44,Male,Driver,40_to_64,True
340,20241143,17,Male,Driver,17_to_25,True
341,20243242,53,Male,Driver,40_to_64,True
342,20242189,23,Female,Driver,17_to_25,True
343,20242170,53,Female,Driver,40_to_64,True
344,20243043,56,Male,Driver,40_to_64,True
345,20241140,19,Male,Driver,17_to_25,True
346,20244063,78,Male,Motorcycle rider,75_or_older,True
347,20241131,70,Male,Motorcycle rider,65_to_74,True
348,20242172,42,Male,Pedal cyclist,40_to_64,True
349,20241111,31,Male,Driver,26_to_39,True
350,20242055,66,Male,Pedestrian,65_to_74,True
351,20241017,20,Male,Motorcycle pillion passenger,17_to_25,True
352,20244067,49,Male,Pedestrian,40_to_64,True
353,20246024,61,Male,Pedestrian,40_to_64,True
354,20241254,20,Male,Motorcycle pillion passenger,17_to_25,True
355,20241254,21,Male,Motorcycle rider,17_to_25,True
356,20243011,69,Male,Motorcycle rider,65_to_74,True
357,20246011,80,Female,Driver,75_or_older,True
358,20242177,68,Female,Pedestrian,65_to_74,True
359,20241127,52,Male,Driver,40_to_64,True
360,20241210,81,Female,Passenger,75_or_older,True
361,20242132,46,Male,Driver,40_to_64,True
362,20242132,37,Male,Passenger,26_to_39,True
363,20242184,6,Male,Passenger,0_to_16,True
364,20241253,23,Male,Driver,17_to_25,True
365,20243024,34,Male,Motorcycle rider,26_to_39,True
366,20242224,25,Male,Driver,17_to_25,True
367,20243031,21,Male,Driver,17_to_25,True
368,20242069,19,Male,Motorcycle rider,17_to_25,True
369,20243156,32,Male,Motorcycle rider,26_to_39,True
370,20242251,43,Female,Pedestrian,40_to_64,True
371,20244034,49,Male,Pedal cyclist,40_to_64,True
372,20242090,34,Male,Motorcycle rider,26_to_39,True
373,20243231,35,Female,Passenger,26_to_39,True
374,20243231,60,Female,Passenger,40_to_64,True
375,20243231,28,Male,Passenger,26_to_39,True
376,20242194,50,Male,Driver,40_to_64,True
377,20243142,73,Male,Driver,65_to_74,True
378,20242043,68,Female,Pedal cyclist,65_to_74,True
379,20243124,72,Male,Driver,65_to_74,True
380,20244007,78,Male,Motorcycle rider,75_or_older,True
381,20242060,79,Male,Pedestrian,75_or_older,True
382,20243104,37,Female,Pedestrian,26_to_39,True
383,20244041,37,Female,Driver,26_to_39,True
384,20246026,20,Male,Driver,17_to_25,True
385,20243021,29,Male,Driver,26_to_39,True
386,20242155,63,Male,Driver,40_to_64,True
387,20242032,35,Male,Pedestrian,26_to_39,True
388,20241285,69,Male,Motorcycle rider,65_to_74,True
389,20244066,52,Male,Pedestrian,40_to_64,True
390,20242064,27,Male,Pedal cyclist,26_to_39,True
391,20242164,22,Male,Motorcycle rider,17_to_25,True
392,20244035,75,Male,Driver,75_or_older,True
393,20243018,47,Male,Motorcycle rider,40_to_64,True
394,20242086,51,Male,Motorcycle rider,40_to_64,True
395,20243217,67,Male,Pedestrian,65_to_74,True
396,20243251,36,Female,Passenger,26_to_39,True
397,20243058,3,Female,Passenger,0_to_16,True
398,20244046,47,Male,Driver,40_to_64,True
399,20243085,70,Male,Pedestrian,65_to_74,True
400,20244039,38,Male,Driver,26_to_39,True
401,20243240,79,Male,Driver,75_or_older,True
402,20246002,24,Male,Driver,17_to_25,True
403,20246002,27,Male,Passenger,26_to_39,True
404,20242099,68,Female,Passenger,65_to_74,True
405,20242099,65,Male,Driver,65_to_74,True
406,20243063,30,Male,Motorcycle rider,26_to_39,True
407,20241176,31,Male,Motorcycle rider,26_to_39,True
408,20247022,28,Male,Driver,26_to_39,True
409,20241086,50,Male,Pedestrian,40_to_64,True
410,20241224,16,Male,Passenger,0_to_16,True
411,20241265,27,Male,Motorcycle rider,26_to_39,True
412,20241202,96,Female,Pedestrian,75_or_older,True
413,20246023,59,Male,Driver,40_to_64,True
414,20241293,55,Male,Driver,40_to_64,True
415,20241299,60,Male,Driver,40_to_64,True
416,20244078,80,Male,Pedestrian,75_or_older,True
417,20243164,57,Male,Pedestrian,40_to_64,True
418,20242201,54,Male,Motorcycle rider,40_to_64,True
419,20241307,43,Male,Driver,40_to_64,True
420,20242074,23,Male,Driver,17_to_25,True
421,20242074,59,Male,Driver,40_to_64,True
422,20241243,25,Male,Driver,17_to_25,True
423,20241243,63,Male,Driver,40_to_64,True
424,20247034,20,Female,Pedestrian,17_to_25,True
425,20241260,20,Male,Driver,17_to_25,True
426,20243004,34,Male,Driver,26_to_39,True
427,20246014,23,Male,Motorcycle rider,17_to_25,True
428,20246014,30,Male,Motorcycle rider,26_to_39,True
429,20242024,75,Male,Driver,75_or_older,True
430,20243169,71,Male,Motorcycle rider,65_to_74,True
431,20243081,78,Male,Driver,75_or_older,True
432,20243081,55,Male,Driver,40_to_64,True
433,20242169,61,Male,Driver,40_to_64,True
434,20241110,49,Male,Motorcycle rider,40_to_64,True
435,20241082,17,Male,Motorcycle rider,17_to_25,True
436,20241159,40,Male,Driver,40_to_64,True
437,20246022,18,Male,Passenger,17_to_25,True
438,20241229,16,Male,Driver,0_to_16,True
439,20242026,19,Male,Passenger,17_to_25,True
440,20242268,53,Male,Pedestrian,40_to_64,True
441,20242238,63,Male,Pedal cyclist,40_to_64,True
442,20242122,56,Female,Pedal cyclist,40_to_64,True
443,20241046,20,Male,Passenger,17_to_25,True
444,20241046,18,Female,Passenger,17_to_25,True
445,20241046,20,Female,Passenger,17_to_25,True
446,20243192,87,Male,Driver,75_or_older,True
447,20241032,55,Female,Driver,40_to_64,True
448,20241032,54,Male,Passenger,40_to_64,True
449,20241031,16,Male,Motorcycle rider,0_to_16,True
450,20243254,63,Male,Pedal cyclist,40_to_64,True
451,20243133,33,Male,Driver,26_to_39,True
452,20241203,67,Male,Driver,65_to_74,True
453,20243118,33,Male,Driver,26_to_39,True
454,20243173,69,Male,Pedal cyclist,65_to_74,True
455,20243199,56,Male,Driver,40_to_64,True
456,20244003,71,Male,Driver,65_to_74,True
457,20241298,67,Male,Driver,65_to_74,True
458,20242112,28,Female,Driver,26_to_39,True
459,20242112,3,Male,Passenger,0_to_16,True
460,20243092,59,Male,Driver,40_to_64,True
461,20243042,37,Male,Motorcycle rider,26_to_39,True
462,20244005,84,Male,Driver,75_or_older,True
463,20243178,51,Male,Motorcycle rider,40_to_64,True
464,20244050,85,Female,Driver,75_or_older,True
465,20241208,39,Male,Driver,26_to_39,True
466,20242259,67,Male,Driver,65_to_74,True
467,20242212,19,Male,Motorcycle rider,17_to_25,True
468,20243019,26,Male,Motorcycle rider,26_to_39,True
469,20241036,32,Male,Driver,26_to_39,True
470,20242226,64,Female,Pedestrian,40_to_64,True
471,20247007,73,Male,Driver,65_to_74,True
472,20243074,11,Male,Pedal cyclist,0_to_16,True
473,20241003,63,Male,Driver,40_to_64,True
474,20241277,17,Male,Motorcycle rider,17_to_25,True
475,20241249,83,Male,Pedestrian,75_or_older,True
476,20242020,25,Male,Motorcycle rider,17_to_25,True
477,20242108,28,Male,Driver,26_to_39,True
478,20243120,57,Male,Motorcycle rider,40_to_64,True
479,20242187,33,Male,Driver,26_to_39,True
480,20243116,60,Male,Passenger,40_to_64,True
481,20243116,67,Male,Driver,65_to_74,True
482,20242133,59,Male,Driver,40_to_64,True
483,20241092,17,Male,Passenger,17_to_25,True
484,20242121,29,Male,Driver,26_to_39,True
485,20243214,32,Male,Driver,26_to_39,True
486,20241118,72,Female,Driver,65_to_74,True
487,20243157,19,Male,Passenger,17_to_25,True
488,20241190,47,Male,Driver,40_to_64,True
489,20241097,82,Male,Passenger,75_or_older,True
490,20242265,17,Female,Passenger,17_to_25,True
491,20242265,18,Male,Driver,17_to_25,True
492,20241250,80,Male,Driver,75_or_older,True
493,20242200,18,Male,Driver,17_to_25,True
494,20242234,18,Male,Driver,17_to_25,True
495,20242048,26,Female,Motorcycle rider,26_to_39,True
496,20242003,73,Male,Driver,65_to_74,True
497,20243252,33,Female,Driver,26_to_39,True
498,20243252,0,Male,Passenger,0_to_16,True
499,20243061,18,Male,Driver,17_to_25,True
500,20242162,20,Male,Motorcycle rider,17_to_25,True
501,20244071,58,Male,Driver,40_to_64,True
502,20241047,61,Male,Pedestrian,40_to_64,True
503,20241205,80,Male,Pedestrian,75_or_older,True
504,20241024,22,Male,Motorcycle rider,17_to_25,True
505,20242096,30,Male,Pedestrian,26_to_39,True
506,20242240,29,Female,Pedestrian,26_to_39,True
507,20243139,44,Male,Pedestrian,40_to_64,True
508,20243075,24,Female,Passenger,17_to_25,True
509,20244051,85,Female,Driver,75_or_older,True
510,20241070,47,Male,Driver,40_to_64,True
511,20244079,84,Male,Driver,75_or_older,True
512,20243051,15,Female,Passenger,0_to_16,True
513,20243051,54,Male,Driver,40_to_64,True
514,20243051,8,Male,Passenger,0_to_16,True
515,20242237,81,Female,Pedestrian,75_or_older,True
516,20243148,36,Male,Motorcycle rider,26_to_39,True
517,20242157,83,Male,Pedestrian,75_or_older,True
518,20244022,63,Male,Passenger,40_to_64,True
519,20241142,85,Male,Driver,75_or_older,True
520,20241124,46,Male,Driver,40_to_64,True
521,20241010,19,Male,Driver,17_to_25,True
522,20241252,76,Female,Driver,75_or_older,True
523,20243155,44,Male,Driver,40_to_64,True
524,20243163,55,Male,Motorcycle rider,40_to_64,True
525,20243269,73,Male,Driver,65_to_74,True
526,20243056,57,Male,Motorcycle rider,40_to_64,True
527,20243049,49,Male,Passenger,40_to_64,True
528,20243103,57,Male,Pedal cyclist,40_to_64,True
529,20242233,29,Male,Motorcycle rider,26_to_39,True
530,20243014,72,Male,Driver,65_to_74,True
531,20241198,64,Male,Driver,40_to_64,True
532,20242249,81,Male,Pedestrian,75_or_older,True
533,20243154,33,Female,Passenger,26_to_39,True
534,20243154,56,Female,Passenger,40_to_64,True
535,20243154,21,Female,Passenger,17_to_25,True
536,20241100,35,Male,Motorcycle rider,26_to_39,True
537,20241074,63,Male,Motorcycle rider,40_to_64,True
538,20243263,68,Female,Driver,65_to_74,True
539,20242016,30,Male,Driver,26_to_39,True
540,20244017,66,Male,Motorcycle rider,65_to_74,True
541,20244009,54,Male,Pedal cyclist,40_to_64,True
542,20242085,81,Female,Passenger,75_or_older,True
543,20244012,68,Male,Driver,65_to_74,True
544,20243205,45,Male,Driver,40_to_64,True
545,20241035,78,Male,Pedestrian,75_or_older,True
546,20241161,27,Male,Pedestrian,26_to_39,True
547,20241062,68,Male,Motorcycle rider,65_to_74,True
548,20243119,36,Male,Motorcycle rider,26_to_39,True
549,20241155,22,Male,Motorcycle rider,17_to_25,True
550,20243152,51,Male,Driver,40_to_64,True
551,20243053,27,Male,Driver,26_to_39,True
552,20241039,47,Male,Pedal cyclist,40_to_64,True
553,20242154,43,Male,Passenger,40_to_64,True
554,20242154,34,Male,Passenger,26_to_39,True
555,20243215,84,Male,Driver,75_or_older,True
556,20243026,25,Male,Motorcycle rider,17_to_25,True
557,20241050,22,Male,Driver,17_to_25,True
558,20243271,63,Female,Driver,40_to_64,True
559,20241133,25,Male,Driver,17_to_25,True
560,20248008,47,Male,Motorcycle rider,40_to_64,True
561,20244037,73,Male,Driver,65_to_74,True
562,20242143,15,Male,Motorcycle rider,0_to_16,True
