Crash ID,bus_flag,heavy_rigid_flag,articulated_flag,vehicle_type,vehicle_id
20243153,False,False,True,Articulated Truck,93
20242161,False,False,False,Other,94
20241236,False,False,False,Other,95
20243172,False,False,False,Other,96
20241188,False,False,False,Other,97
20243191,False,False,False,Other,98
20241256,False,False,False,Other,99
20242019,False,False,False,Other,100
20243008,True,False,False,Bus,101
20243001,False,False,False,Other,102
20243041,False,False,False,Other,103
20244021,False,False,False,Other,104
20243113,False,False,False,Other,105
20241107,False,False,False,Other,106
20243022,False,False,False,Other,107
20248002,False,False,False,Other,108
20242088,False,False,False,Other,109
20241173,False,False,True,Articulated Truck,110
20241004,False,False,False,Other,111
20246004,False,True,True,Heavy Rigid Truck,112
20241201,False,False,False,Other,113
20241029,False,False,False,Other,114
20243005,False,False,False,Other,115
20241261,False,False,False,Other,116
20244024,False,False,False,Other,117
20241215,False,False,False,Other,118
20243186,False,False,False,Other,119
20243208,False,False,False,Other,120
20241134,False,False,False,Other,121
20243040,False,True,True,Heavy Rigid Truck,122
20241263,False,False,False,Other,123
20241302,False,False,False,Other,124
20241147,False,False,False,Other,125
20243248,False,False,False,Other,126
20243096,False,False,False,Other,127
20241150,True,False,False,Bus,128
20241247,False,False,True,Articulated Truck,129
20241234,False,False,False,Other,130
20242110,False,False,False,Other,131
20242052,False,True,False,Heavy Rigid Truck,132
20243247,False,False,False,Other,133
20243144,False,False,True,Articulated Truck,134
20241235,False,False,True,Articulated Truck,135
